,Average,,,,,Maximum,,,,
,|e_x| (m),|e_y| (m),|e_th| (deg),|e_dist| (m),|e_traj| (m),|e_x| (m),|e_y| (m),|e_th| (deg),|e_dist| (m),|e_traj| (m)
sq_0.5_3_gt.csv,0.00712343149521672,0.00883555494336415,0.564268504515705,0.0130319476482032,0.0074658643032321,0.06177595615,0.08610086918,9.28951440484576,0.0979166566406879,0.055685316172706
sq_0.5_4_gt.csv,0.0051616459496484,0.00545026131534444,0.401447152592364,0.00899112747883508,0.00582441914948545,0.0486016607299999,0.05771282673,7.22143857108799,0.0661505326852402,0.0386673766981438
sq_0.5_5_gt.csv,0.00427932098588614,0.00380315196171841,0.277699256305831,0.00709613895808333,0.00519268288042616,0.0382702684399998,0.0330696249,5.46695606850518,0.046645329680326,0.0282271077351332
sq_0.5_6_gt.csv,0.00411176257067549,0.00350209828432947,0.239812936126219,0.00671615230813345,0.00511492206280802,0.03344833851,0.0373748168348983,4.77080282577367,0.0450971342712104,0.03150852548816
sq_0.5_7_gt.csv,0.00425681658947374,0.00370150943782123,0.205815909376688,0.0069410573567672,0.00528265430685965,0.0417147874799999,0.0468967631458983,4.02483003097734,0.0577337520346384,0.0399500078297521
sq_0.5_8_gt.csv,0.00457521798791466,0.00419773533882633,0.178484959604511,0.00753179811186081,0.00562691951138728,0.04885530472,0.0555309690534983,3.34036214232828,0.0691515112168434,0.0496664714896215
sq_0.5_9_gt.csv,0.00508709235078869,0.0048627604088149,0.175573234671255,0.00841025804369285,0.00609142555846725,0.05543661118,0.0633017718791983,3.09105051008308,0.0796723567488575,0.0555061243328105
sq_0.5_10_gt.csv,0.00566164533226422,0.00560534537747661,0.176955669716885,0.00940769930248792,0.00661166155438409,0.0609347820299999,0.0699401050805983,3.00308980070714,0.0887030210997089,0.0627516672467524
sq_0.5_11_gt.csv,0.00621641234306165,0.00638180125488912,0.165418743304465,0.0104099733823351,0.00714565018697178,0.0655053854000001,0.0754129439591983,2.64592622257557,0.0962556937945536,0.0694566422933135
sq_0.5_12_gt.csv,0.00682002429795711,0.00718320849301702,0.164431358076351,0.0114760881249244,0.00770611947881847,0.0692720413200001,0.0798211246728983,2.55185955106794,0.102443785432944,0.073295309761372
sq_0.5_13_gt.csv,0.00743580218734357,0.00800095644122091,0.163728265654563,0.0125648296521391,0.00828044928555714,0.0723894834500001,0.0835452899336983,2.50093792669911,0.107663021882652,0.0770023561267108
sq_0.5_14_gt.csv,0.00804331083767301,0.00881722543938332,0.162091649398217,0.0136416317055624,0.00885825045026972,0.0749685764300001,0.0864960923790983,2.38623605305478,0.111900618110946,0.0807354293852717
sq_0.5_15_gt.csv,0.00864645651321661,0.00963487955028466,0.161910913212867,0.0147162843820242,0.00944067050525464,0.07715177536,0.0889358893036983,2.34393651914985,0.115446655174329,0.0838949391619187
sq_0.5_16_gt.csv,0.00924620163889031,0.0104538913999488,0.159989418583398,0.0157870215647076,0.0100235344665278,0.0789660215400001,0.0909075886010983,2.25358083783654,0.118371168647521,0.0865700634387173
sq_0.5_17_gt.csv,0.00983421976995774,0.0112711362262502,0.153718407263798,0.0168433842608783,0.0106050827962258,0.08052754402,0.0925903543829983,2.02652255588362,0.120863055542217,0.0888519922767864
sq_0.5_18_gt.csv,0.0104307462388094,0.0120868031860007,0.152645103375656,0.0179069197123762,0.0111916032225079,0.08185791969,0.0939713492989983,1.95887747483368,0.122955616073912,0.0906705636597147
sq_0.75_3_gt.csv,0.0237031659595251,0.0349101375091081,2.30033624351973,0.0450685411855755,0.0239855910567043,0.11623961449,0.198244744539,28.4098612793783,0.219205211172341,0.111033694171299
sq_0.75_4_gt.csv,0.0202281028517376,0.0284494077855836,1.94425288728769,0.0375674932288736,0.0199923837568675,0.09989327908,0.15222309589,22.8845419322232,0.169128708967847,0.0906679494680073
sq_0.75_5_gt.csv,0.0150647736632016,0.0222415933236456,2.07690628394536,0.029722379291412,0.0148074659866295,0.08661539078,0.12622352123,18.5014866973678,0.138644531036328,0.0757035495255092
sq_0.75_6_gt.csv,0.011931134787026,0.0165269006528518,1.77001430311488,0.0231608343500817,0.011423194767999,0.07073016167,0.09602837563,12.2292994249714,0.106352584369984,0.0523585846298472
sq_0.75_7_gt.csv,0.00972778607491288,0.0113725125867317,1.24581369206368,0.0173462596006594,0.00983728635816298,0.06056557178,0.06773667336,9.85985482070859,0.077313964422358,0.0429461275410699
sq_0.75_8_gt.csv,0.00888271977834587,0.00801607173651686,0.982299588518574,0.0139944320960122,0.00932860155315321,0.0587988901100001,0.0478987693799999,9.47222824496252,0.0629893684108354,0.0455949571741679
sq_0.75_9_gt.csv,0.00889563111974254,0.00730259217979373,0.856368794492543,0.0134540124858388,0.00942941859530019,0.0580124664299999,0.0593099594099999,9.28938510500177,0.0729867751987559,0.056030926484766
sq_0.75_10_gt.csv,0.00928308973759742,0.00799745282931048,0.817856649139285,0.0143056745584473,0.00983681437775383,0.06522774696,0.0690624713900001,9.36592288671107,0.0859452749389754,0.0636917451734265
sq_0.75_11_gt.csv,0.0096987217433475,0.00886873865992975,0.751946295335924,0.0153061883556721,0.0103480304435788,0.07288193703,0.0786302089699999,8.91728335677409,0.0981829774308871,0.0713808057028013
sq_0.75_12_gt.csv,0.0105542621337479,0.0100399949392513,0.78774780197514,0.0168542400680298,0.0111009719326642,0.08021211624,0.0871762037299999,9.21431123452702,0.109820663572076,0.0796378099575465
