V,I,wmot
22.13098729,1.67,744.7783521
20.74780059,1.58,695.44553
19.43304008,1.48,649.5488248
18.04496579,1.38,601.7254398
16.6568915,1.29,556.4914143
15.2688172,1.2,506.0418542
13.88074291,1.12,459.8997121
12.49266862,1.01,411.0638997
11.10459433,0.92,364.2099905
9.716520039,0.81,316.0000423
8.328445748,0.7,270.4162692
6.964809384,0.6,221.5743209
5.571847507,0.49,174.855402
