V,I,wmot
22.13098729,1.71,748.8280614
20.74780059,1.63,699.679317
19.36461388,1.55,653.1076603
17.98142717,1.46,603.4066827
16.59824047,1.37,555.8962298
15.21505376,1.27,506.7904368
13.88074291,1.17,463.814431
12.49266862,1.06,416.1199004
11.10459433,0.95,368.4867289
9.716520039,0.84,320.5835769
8.328445748,0.74,272.6926967
6.940371457,0.63,223.2616998
5.552297165,0.5,178.1013054
