V,I,wmot
1.392961877,0.1,30.15928947
2.785923754,0.13,75.52388739
4.17888563,0.14,121.014149
5.571847507,0.16,169.2690122
6.964809384,0.16,215.7645834
8.357771261,0.16,264.8990926
9.750733138,0.17,312.6513009
11.14369501,0.18,359.649527
12.58064516,0.19,403.1291693
13.97849462,0.2,450.7557139
15.37634409,0.21,496.2459756
16.77419355,0.22,544.8778298
18.23558162,0.23,592.6300382
19.63831867,0.24,639.8795917
21.04105572,0.25,682.3539244
22.44379277,0.27,728.8494956
