V,I,wmot
2.825024438,0.48,72.75977673
5.669599218,0.62,170.38845
8.475073314,0.71,269.7351817
11.33919844,0.79,370.2170593
14.07624633,0.84,471.9997525
16.8914956,0.88,575.439145
19.70674487,0.91,679.7375667
22.52199413,0.91,779.0781626
