V,I,wmot
22.20918866,1.98,724.591165
20.82111437,1.82,679.4921298
19.43304008,1.7,635.1907646
18.04496579,1.58,586.6126611
16.6568915,1.47,543.1641892
15.2688172,1.36,493.4754835
13.88074291,1.24,449.0698077
12.49266862,1.13,401.9029664
11.10459433,1.02,355.9019506
9.716520039,0.9,309.7536725
8.328445748,0.79,264.047181
6.940371457,0.67,217.579835
5.552297165,0.56,173.0453047
