Nfuture:,
11,

traj (bool),delta_time (ms),
0,0.174621,
0,0.13628,
0,0.145982,
0,0.054583,
0,0.056861,
0,0.10123,
0,0.143202,
0,0.138829,
0,0.152922,
0,0.142496,
0,0.137201,
0,0.145167,
0,0.142502,
0,0.148243,
0,0.148867,
0,0.139153,
0,0.153971,
0,0.112375,
0,0.146453,
0,0.140506,
0,0.148363,
0,0.130031,
0,0.133826,
0,0.130616,
0,0.140988,
0,0.125814,
0,0.127831,
0,0.130528,
0,0.140661,
0,0.139202,
0,0.154803,
0,0.141488,
0,0.156269,
0,0.077625,
0,0.180643,
0,0.141033,
0,0.156695,
0,0.140804,
0,0.128484,
0,0.134602,
0,0.146886,
0,0.138371,
0,0.127712,
0,0.137478,
0,0.152724,
0,0.136253,
0,0.127893,
0,0.131904,
0,0.130196,
0,0.143108,
0,0.127103,
0,0.130948,
0,0.141725,
0,0.137189,
0,0.150227,
0,0.12415,
0,0.15639,
0,0.134931,
0,0.137925,
0,0.144959,
0,0.139628,
0,0.139351,
0,0.137234,
0,0.129031,
0,0.15445,
0,0.13965,
0,0.146904,
0,0.14367,
0,0.145866,
0,0.132852,
0,0.128496,
0,0.133448,
0,0.167426,
0,0.130279,
0,0.148902,
0,0.133216,
0,0.154463,
0,0.110013,
0,0.139258,
0,0.140191,
0,0.142877,
0,0.153258,
0,0.116947,
0,0.136104,
0,0.177624,
0,0.155616,
0,0.11277,
0,0.027963,
0,0.069591,
0,0.129278,
0,0.14013,
0,0.143807,
0,0.13003,
0,0.126076,
0,0.138701,
0,0.039195,
0,0.051446,
0,0.051051,
0,0.047738,
0,0.047952,
0,0.034816,
0,0.043068,
0,0.041047,
0,0.080372,
0,0.1458,
1,0.28534,
1,0.312755,
1,0.296868,
1,0.283201,
1,0.071598,
1,0.083619,
1,0.263825,
1,0.307217,
1,0.283872,
1,0.26787,
1,0.307132,
1,0.304786,
1,0.274504,
1,0.263104,
1,0.26327,
1,0.308382,
1,0.2734,
1,0.282663,
1,0.288629,
1,0.323671,
1,0.276812,
1,0.271573,
1,0.291143,
1,0.278162,
1,0.299586,
1,0.262033,
1,0.2749,
1,0.270419,
1,0.275241,
1,0.262514,
1,0.268741,
1,0.365623,
1,0.264839,
1,0.266442,
1,0.268951,
1,0.307278,
1,0.262233,
1,0.266223,
1,0.262479,
1,0.292633,
1,0.267481,
1,0.28575,
1,0.262927,
1,0.288584,
1,0.322891,
1,0.268684,
1,0.30199,
1,0.306001,
1,0.292848,
1,0.264671,
1,0.300533,
1,0.333947,
1,0.261078,
1,0.310843,
1,0.263552,
1,0.292104,
1,0.334844,
1,0.270238,
1,0.261196,
1,0.296879,
1,0.267741,
1,0.289573,
1,0.268269,
1,0.30159,
1,0.305009,
1,0.2903,
1,0.26584,
1,0.320163,
1,0.272199,
1,0.300041,
1,0.309942,
1,0.358884,
1,0.269155,
1,0.307819,
1,0.30013,
1,0.305653,
1,0.275057,
1,0.302548,
1,0.263955,
1,0.300542,
1,0.30103,
1,0.294862,
1,0.296668,
1,0.272067,
1,0.297442,
1,0.260641,
1,0.300981,
1,0.294917,
1,0.268917,
1,0.266919,
1,0.265999,
1,0.342743,
1,0.298464,
1,0.269493,
1,0.295859,
1,0.286774,
1,0.274679,
1,0.294879,
1,0.289619,
1,0.30526,
1,0.287281,
1,0.278554,
1,0.279133,
1,0.290967,
1,0.288411,
1,0.263088,
1,0.275795,
1,0.291781,
1,0.289786,
1,0.26064,
1,0.270571,
1,0.305235,
1,0.291682,
1,0.278967,
1,0.262741,
1,0.298523,
1,0.263179,
1,0.315486,
1,0.262709,
1,0.281583,
1,0.287582,
1,0.299018,
1,0.272357,
1,0.299786,
1,0.278531,
1,0.305245,
1,0.262848,
1,0.284094,
1,0.270171,
1,0.264053,
1,0.271041,
1,0.266413,
1,0.264115,
1,0.269584,
1,0.293155,
1,0.314932,
1,0.293182,
1,0.272784,
1,0.262589,
1,0.269945,
1,0.290779,
1,0.269911,
1,0.271937,
1,0.282267,
1,0.262148,
1,0.26592,
1,0.272679,
1,0.309275,
1,0.261596,
1,0.262445,
1,0.263948,
1,0.301305,
1,0.262434,
1,0.270325,
1,0.262499,
1,0.297718,
1,0.2665,
1,0.270166,
1,0.269084,
1,0.299779,
1,0.284402,
1,0.290124,
1,0.273988,
1,0.28582,
1,0.292975,
1,0.267946,
1,0.264339,
1,0.301227,
1,0.262729,
1,0.271007,
1,0.295388,
1,0.278962,
1,0.288877,
1,0.298814,
1,0.262829,
1,0.293545,
1,0.295662,
1,0.265035,
1,0.263206,
1,0.302066,
1,0.292018,
1,0.266051,
1,0.271226,
1,0.266388,
1,0.261301,
1,0.268319,
1,0.271733,
1,0.3263,
1,0.261193,
1,0.271297,
1,0.289682,
1,0.275671,
1,0.295175,
1,0.266226,
1,0.298613,
1,0.302684,
1,0.296385,
1,0.292248,
1,0.262275,
1,0.282338,
1,0.289027,
1,0.302525,
1,0.29801,
1,0.303353,
1,0.26949,
1,0.281757,
1,0.302203,
1,0.307863,
1,0.283388,
1,0.26059,
1,0.291856,
1,0.278706,
1,0.321157,
1,0.269255,
1,0.261208,
1,0.297892,
1,0.315106,
1,0.28655,
1,0.313346,
1,0.289133,
1,0.293916,
1,0.296494,
1,0.282672,
1,0.319434,
1,0.273823,
1,0.269476,
1,0.271155,
1,0.324081,
1,0.299399,
1,0.26613,
1,0.2644,
1,0.278803,
1,0.268056,
1,0.267915,
1,0.261735,
1,0.275891,
1,0.332453,
1,0.295254,
1,0.270372,
1,0.287094,
1,0.294629,
1,0.296398,
1,0.271235,
1,0.316838,
1,0.272277,
1,0.296218,
1,0.262632,
1,0.275468,
1,0.270425,
1,0.328163,
1,0.266283,
1,0.287343,
1,0.30102,
1,0.273123,
1,0.263082,
1,0.301914,
1,0.29343,
1,0.26462,
1,0.29696,
1,0.298476,
1,0.294977,
1,0.296751,
1,0.290737,
1,0.305717,
1,0.260714,
1,0.26328,
1,0.269152,
1,0.286703,
1,0.262005,
1,0.2715,
1,0.264567,
1,0.287842,
1,0.297218,
1,0.267442,
1,0.294456,
1,0.306819,
1,0.297753,
1,0.263345,
1,0.261215,
1,0.29372,
1,0.289087,
1,0.262417,
1,0.273191,
1,0.316167,
1,0.26135,
1,0.262202,
1,0.302124,
1,0.295296,
1,0.309133,
1,0.268916,
1,0.261172,
1,0.287885,
1,0.294999,
1,0.273862,
1,0.261666,
1,0.311976,
1,0.295984,
1,0.285555,
1,0.269002,
1,0.28292,
1,0.285747,
1,0.290726,
1,0.286346,
1,0.298523,
1,0.269945,
1,0.272722,
1,0.265229,
1,0.272121,
1,0.272513,
1,0.272783,
1,0.26706,
1,0.313718,
1,0.288114,
1,0.266821,
1,0.290394,
1,0.308409,
1,0.292366,
1,0.291995,
1,0.286134,
1,0.281789,
1,0.300157,
1,0.285217,
1,0.274165,
1,0.300568,
1,0.26233,
1,0.27868,
1,0.304394,
1,0.299987,
1,0.262874,
1,0.300621,
1,0.288058,
1,0.322303,
1,0.309093,
1,0.286274,
1,0.304105,
1,0.283685,
1,0.267836,
1,0.299303,
1,0.301427,
1,0.323229,
1,0.263203,
1,0.30397,
1,0.289959,
1,0.325921,
1,0.270375,
1,0.275692,
1,0.291593,
1,0.29978,
1,0.275073,
1,0.270029,
1,0.266209,
1,0.323239,
1,0.067909,
1,0.16117,
1,0.260854,
1,0.295746,
1,0.276474,
0,0.128975,
0,0.169306,
0,0.165119,
0,0.134539,
0,0.131069,
0,0.141929,
0,0.156346,
0,0.125414,
0,0.144625,
0,0.138154,
0,0.144131,
0,0.156259,
0,0.145553,
0,0.141089,
0,0.147634,
0,0.143049,
0,0.147854,
0,0.136093,
0,0.134289,
0,0.125042,
0,0.124798,
0,0.202716,
0,0.167914,
0,0.137794,
0,0.127131,
0,0.131239,
0,0.140919,
0,0.137763,
0,0.128642,
0,0.136433,
0,0.125704,
0,0.127225,
0,0.135235,
0,0.12548,
0,0.128402,
0,0.132545,
0,0.127068,
0,0.137394,
0,0.140604,
0,0.16097,
0,0.131367,
0,0.13801,
0,0.153862,
0,0.1263,
0,0.13699,
0,0.131727,
0,0.1645,
0,0.135343,
0,0.130593,
0,0.147712,
0,0.13778,
0,0.13052,
0,0.135561,
0,0.13476,
0,0.142638,
0,0.171807,
0,0.146445,
0,0.137874,
0,0.153016,
0,0.130248,
0,0.137908,
0,0.128577,
0,0.148892,
0,0.130452,
0,0.135193,
0,0.138511,
0,0.157936,
0,0.136046,
0,0.13963,
0,0.132269,
0,0.139627,
0,0.140584,
0,0.145562,
0,0.127153,
0,0.14459,
0,0.138268,
0,0.129926,
0,0.127837,
0,0.137063,
0,0.134497,
0,0.13195,
0,0.138305,
0,0.14438,
0,0.124185,
0,0.135309,
0,0.125931,
0,0.045934,
0,0.129256,
0,0.134738,
0,0.126312,
0,0.152917,
0,0.128082,
0,0.128062,
0,0.126946,
0,0.140767,
0,0.170085,
0,0.13275,
0,0.132637,
0,0.138552,
0,0.138645,
0,0.17356,
0,0.139961,
0,0.189747,
0,0.134417,
0,0.133829,
0,0.140396,
0,0.138684,
0,0.127849,
0,0.127519,
0,0.142961,
0,0.144349,
0,0.143049,
0,0.128319,
0,0.12878,
0,0.131809,
0,0.153267,
0,0.134289,
0,0.135138,
0,0.152117,
0,0.143883,
0,0.138585,
0,0.135065,
0,0.133931,
0,0.146449,
0,0.129883,
0,0.130469,
0,0.136456,
0,0.128253,
0,0.141693,
0,0.127709,
0,0.145883,
0,0.143991,
0,0.1462,
0,0.111329,
0,0.148852,
0,0.153224,
0,0.166571,
0,0.143266,
0,0.13798,
0,0.157116,
0,0.178258,
0,0.171147,
0,0.140616,
0,0.14835,
0,0.158647,
0,0.154147,
0,0.167308,
0,0.156121,
0,0.150147,
0,0.179386,
0,0.168097,
0,0.152434,
0,0.145329,
0,0.158871,
0,0.128909,
0,0.140577,
0,0.132358,
0,0.155165,
0,0.158865,
0,0.139726,
0,0.134014,
0,0.152045,
0,0.174603,
0,0.124526,
0,0.164276,
0,0.156249,
0,0.02805,
0,0.02641,
0,0.033582,
0,0.06409,
0,0.14414,
0,0.158625,
0,0.139463,
0,0.143446,
0,0.158231,
0,0.151264,
0,0.153125,
0,0.162183,
0,0.178903,
0,0.155792,
0,0.140842,
0,0.143476,
0,0.146689,
0,0.138194,
0,0.147255,
0,0.149861,
0,0.161207,
0,0.163964,
0,0.152266,
0,0.110034,
0,0.167864,
0,0.14459,
0,0.167819,
0,0.131073,
0,0.169477,
0,0.133433,
0,0.151247,
0,0.131088,
0,0.156295,
0,0.135733,
0,0.136094,
0,0.127837,
0,0.130264,
0,0.125954,
0,0.126399,
0,0.136477,
0,0.15627,
0,0.110954,
0,0.127013,
0,0.126826,
0,0.137358,
0,0.139439,
0,0.110278,
0,0.126958,
0,0.143407,
0,0.146231,
0,0.145845,
0,0.140681,
0,0.169065,
0,0.124136,
0,0.139187,
0,0.141393,
0,0.170156,
0,0.138483,
0,0.127888,
0,0.125871,
0,0.147116,
0,0.134491,
0,0.2093,
0,0.157817,
0,0.130082,
0,0.137514,
0,0.134339,
0,0.136645,
0,0.142865,
0,0.133365,
0,0.133017,
0,0.150946,
0,0.157772,
0,0.171667,
0,0.140958,
0,0.148891,
0,0.173632,
0,0.15201,
0,0.151844,
0,0.132581,
0,0.146497,
0,0.148567,
0,0.152777,
0,0.123205,
0,0.145897,
0,0.145767,
