Nfuture:,
3,

traj (bool),delta_time (ms),
0,0.162019,
0,0.065489,
0,0.137495,
0,0.125135,
0,0.134444,
0,0.03121,
0,0.064219,
0,0.154158,
0,0.136795,
0,0.147501,
0,0.142235,
0,0.149555,
0,0.150683,
0,0.146979,
0,0.144368,
0,0.138575,
0,0.160976,
0,0.130919,
0,0.132211,
0,0.143951,
0,0.157985,
0,0.141316,
0,0.137328,
0,0.126258,
0,0.128305,
0,0.143608,
0,0.136268,
0,0.136193,
0,0.150428,
0,0.144312,
0,0.136246,
0,0.139173,
0,0.149423,
0,0.140832,
0,0.128371,
0,0.148055,
0,0.156236,
0,0.145939,
0,0.145871,
0,0.136677,
0,0.138405,
0,0.145066,
0,0.132847,
0,0.130612,
0,0.136567,
0,0.149631,
0,0.139296,
0,0.139885,
0,0.168996,
0,0.154025,
0,0.137818,
0,0.140512,
0,0.14981,
0,0.1428,
0,0.111251,
0,0.135703,
0,0.145467,
0,0.127777,
0,0.136879,
0,0.138098,
0,0.140776,
0,0.136158,
0,0.13701,
0,0.127703,
0,0.148033,
0,0.137496,
0,0.127084,
0,0.110233,
0,0.15553,
0,0.136738,
0,0.135067,
0,0.140377,
0,0.127781,
0,0.125154,
0,0.1442,
0,0.144122,
0,0.134052,
0,0.11158,
0,0.124737,
0,0.146678,
0,0.154368,
0,0.173544,
0,0.140408,
0,0.154121,
0,0.158859,
0,0.151868,
0,0.137935,
0,0.127835,
0,0.12924,
0,0.142775,
0,0.118695,
0,0.136377,
0,0.152573,
0,0.150152,
0,0.150732,
0,0.130584,
0,0.153751,
0,0.18986,
0,0.149488,
0,0.13781,
0,0.145783,
0,0.130085,
0,0.110658,
0,0.145417,
0,0.182541,
0,0.137475,
0,0.133862,
0,0.136719,
0,0.14096,
0,0.132005,
0,0.112292,
0,0.144885,
0,0.150238,
0,0.136985,
0,0.131406,
0,0.112493,
0,0.140047,
0,0.146363,
0,0.127524,
0,0.13833,
0,0.151376,
0,0.129012,
0,0.135366,
0,0.128036,
0,0.155417,
0,0.133782,
0,0.132149,
0,0.136548,
0,0.142751,
0,0.139588,
0,0.167817,
0,0.15926,
0,0.136973,
0,0.125406,
0,0.141374,
0,0.136197,
0,0.136638,
0,0.124326,
0,0.144409,
0,0.131042,
0,0.141385,
0,0.133959,
0,0.13576,
0,0.133868,
0,0.161813,
0,0.125894,
0,0.157941,
0,0.134397,
0,0.148016,
0,0.130468,
0,0.137757,
0,0.151029,
0,0.140465,
0,0.12532,
0,0.136068,
0,0.150238,
0,0.152904,
0,0.125868,
0,0.14392,
0,0.155423,
0,0.136195,
0,0.165106,
0,0.110016,
0,0.135402,
0,0.14047,
0,0.131568,
0,0.13506,
0,0.127967,
0,0.137265,
0,0.133359,
0,0.137553,
0,0.138342,
0,0.143942,
0,0.129372,
0,0.126918,
0,0.144879,
0,0.156759,
0,0.147768,
0,0.138766,
0,0.110158,
0,0.157495,
0,0.15617,
0,0.145322,
0,0.110621,
0,0.134763,
0,0.148331,
0,0.145485,
0,0.145984,
0,0.144624,
0,0.127557,
0,0.141729,
0,0.155379,
0,0.176677,
0,0.131867,
0,0.145531,
0,0.162556,
0,0.145813,
0,0.131047,
0,0.157247,
0,0.137902,
0,0.1337,
0,0.138939,
0,0.156788,
0,0.132352,
0,0.153981,
0,0.157186,
0,0.114957,
0,0.154263,
0,0.145725,
0,0.14728,
0,0.109948,
0,0.153627,
0,0.168104,
0,0.120251,
0,0.139217,
0,0.140643,
0,0.135735,
0,0.137346,
0,0.136442,
0,0.139211,
0,0.144024,
0,0.140077,
0,0.137093,
0,0.138502,
0,0.152533,
0,0.154814,
0,0.173095,
0,0.160132,
0,0.155268,
0,0.153794,
0,0.145908,
0,0.138646,
0,0.155362,
0,0.172844,
0,0.139152,
0,0.110139,
0,0.151042,
0,0.147553,
0,0.119212,
0,0.127095,
0,0.140409,
0,0.170126,
0,0.157799,
0,0.14903,
0,0.165055,
0,0.147585,
0,0.13247,
0,0.145106,
0,0.130624,
0,0.132988,
0,0.144069,
0,0.114905,
0,0.174785,
0,0.146453,
0,0.134289,
0,0.151785,
0,0.130319,
0,0.133093,
0,0.139552,
0,0.139262,
0,0.140955,
0,0.161748,
0,0.125271,
0,0.134081,
0,0.131655,
0,0.134825,
0,0.134535,
0,0.141928,
0,0.152323,
0,0.232443,
0,0.137478,
0,0.137081,
0,0.138521,
0,0.130469,
0,0.126955,
0,0.141805,
0,0.136255,
0,0.143123,
0,0.140513,
0,0.159129,
0,0.155648,
0,0.138575,
0,0.149588,
0,0.145417,
0,0.147339,
0,0.126111,
0,0.13926,
0,0.136051,
0,0.162351,
0,0.159883,
0,0.137062,
0,0.142905,
0,0.146547,
0,0.149866,
0,0.126735,
0,0.128424,
0,0.158192,
0,0.127522,
0,0.12728,
0,0.13106,
0,0.129192,
0,0.139481,
0,0.150543,
0,0.128257,
0,0.130993,
0,0.126878,
0,0.147144,
0,0.144925,
0,0.114007,
0,0.136072,
0,0.141472,
0,0.168487,
0,0.154939,
0,0.129294,
0,0.148831,
0,0.144023,
0,0.134235,
0,0.147364,
0,0.147155,
0,0.161829,
0,0.131635,
0,0.146098,
0,0.140409,
0,0.137884,
0,0.135184,
0,0.136382,
0,0.135213,
0,0.137924,
0,0.131724,
0,0.138065,
0,0.14373,
0,0.143414,
0,0.17218,
0,0.127854,
0,0.140636,
0,0.141931,
0,0.142709,
0,0.162138,
0,0.139817,
0,0.142766,
0,0.160748,
0,0.133098,
0,0.160298,
0,0.148106,
0,0.135145,
0,0.109472,
0,0.119693,
0,0.150989,
0,0.162097,
