Nfuture:,
10,

traj (bool),delta_time (ms),
0,0.137636,
0,0.156175,
0,0.143065,
0,0.082854,
0,0.030217,
0,0.072154,
0,0.162846,
0,0.129946,
0,0.145389,
0,0.128646,
0,0.136846,
0,0.144789,
0,0.157399,
0,0.134891,
0,0.140475,
0,0.142313,
0,0.132766,
0,0.154451,
0,0.127981,
0,0.140734,
0,0.175817,
0,0.145904,
0,0.139191,
0,0.138981,
0,0.132988,
0,0.140963,
0,0.144744,
0,0.162366,
0,0.134783,
0,0.169198,
0,0.13269,
0,0.178811,
0,0.16514,
0,0.174386,
0,0.125641,
0,0.154903,
0,0.130176,
0,0.184934,
0,0.111801,
0,0.174161,
0,0.166024,
0,0.140914,
0,0.189715,
0,0.108962,
0,0.183217,
0,0.148158,
0,0.155143,
0,0.15275,
0,0.144677,
0,0.136215,
0,0.174902,
0,0.071288,
0,0.034246,
0,0.03764,
0,0.036189,
0,0.034623,
0,0.026175,
0,0.043869,
0,0.12744,
0,0.139746,
0,0.160125,
1,0.278715,
1,0.292638,
1,0.278726,
1,0.301124,
1,0.085401,
1,0.072757,
1,0.296382,
1,0.25312,
1,0.261388,
1,0.285974,
1,0.293751,
1,0.271257,
1,0.328999,
1,0.285168,
1,0.25686,
1,0.272382,
1,0.29766,
1,0.291092,
1,0.262968,
1,0.286818,
1,0.308496,
1,0.256251,
1,0.260829,
1,0.289746,
1,0.298953,
1,0.300593,
1,0.286993,
1,0.091761,
1,0.315468,
1,0.255823,
1,0.257475,
1,0.26901,
1,0.298594,
1,0.253889,
1,0.286767,
1,0.256353,
1,0.271999,
1,0.254758,
1,0.261691,
1,0.252564,
1,0.301358,
1,0.286173,
1,0.252889,
1,0.252171,
1,0.25437,
1,0.3139,
1,0.262217,
1,0.255234,
1,0.307032,
1,0.289576,
1,0.276374,
1,0.265146,
1,0.295206,
1,0.25348,
1,0.257456,
1,0.263246,
1,0.282124,
1,0.259723,
1,0.266175,
1,0.252893,
1,0.253462,
1,0.29061,
