Nfuture:,
16,

traj (bool),delta_time (ms),
0,0.158171,
0,0.155889,
0,0.142048,
0,0.132534,
0,0.033546,
0,0.13461,
0,0.143701,
0,0.132732,
0,0.144358,
0,0.131066,
0,0.144712,
0,0.152168,
0,0.15088,
0,0.126209,
0,0.138719,
0,0.168712,
0,0.134531,
0,0.175639,
0,0.172833,
0,0.162988,
0,0.149068,
0,0.137606,
0,0.152008,
0,0.143508,
0,0.152484,
0,0.169719,
0,0.176588,
0,0.155318,
0,0.175284,
0,0.143297,
0,0.142752,
0,0.142315,
0,0.128113,
0,0.136435,
0,0.161184,
0,0.128661,
0,0.15888,
0,0.12993,
0,0.141755,
0,0.143495,
0,0.144536,
0,0.1808,
0,0.139699,
0,0.129546,
0,0.1519,
0,0.158247,
0,0.140258,
0,0.127946,
0,0.177559,
0,0.142253,
0,0.140462,
0,0.143223,
0,0.159449,
0,0.149696,
0,0.156362,
0,0.144345,
0,0.149095,
0,0.131833,
0,0.156657,
0,0.141645,
0,0.134642,
0,0.148772,
0,0.133249,
0,0.041919,
0,0.033542,
0,0.049051,
0,0.052534,
0,0.047229,
0,0.0297,
0,0.061973,
0,0.033458,
0,0.140976,
0,0.153182,
1,0.36267,
1,0.34563,
1,0.34976,
1,0.323257,
1,0.103486,
1,0.111046,
1,0.352753,
1,0.338758,
1,0.367831,
1,0.350872,
1,0.320298,
1,0.334671,
1,0.314072,
1,0.341286,
1,0.329133,
1,0.38027,
1,0.313777,
1,0.34977,
1,0.316441,
1,0.39007,
1,0.313903,
1,0.332522,
1,0.341134,
1,0.377193,
1,0.336336,
1,0.339137,
1,0.312684,
1,0.341471,
1,0.337574,
1,0.314943,
1,0.328208,
1,0.322949,
1,0.327374,
1,0.318778,
1,0.326042,
1,0.363912,
1,0.317977,
1,0.32346,
1,0.314664,
1,0.413056,
1,0.350517,
1,0.322329,
1,0.314814,
1,0.356014,
1,0.340559,
1,0.313582,
1,0.314808,
1,0.319537,
1,0.331849,
1,0.333204,
1,0.313542,
1,0.318252,
1,0.316303,
1,0.313943,
1,0.328084,
1,0.319443,
1,0.31392,
1,0.327162,
1,0.313295,
1,0.323812,
1,0.347725,
1,0.322486,
1,0.35265,
1,0.362897,
1,0.345557,
1,0.315344,
1,0.352499,
1,0.317218,
1,0.328525,
1,0.314647,
1,0.325096,
1,0.342745,
1,0.353626,
1,0.314949,
1,0.328868,
1,0.320957,
1,0.315287,
1,0.327299,
1,0.315485,
1,0.33034,
1,0.320263,
1,0.31325,
1,0.312853,
1,0.337551,
1,0.313748,
1,0.316032,
1,0.314501,
1,0.34177,
1,0.326045,
1,0.313949,
1,0.335906,
1,0.33919,
1,0.343292,
1,0.312463,
1,0.321403,
1,0.345381,
1,0.338095,
1,0.314647,
1,0.314554,
1,0.339332,
1,0.353173,
1,0.318833,
1,0.313964,
1,0.324284,
1,0.335414,
1,0.348242,
1,0.320614,
1,0.319139,
1,0.33073,
1,0.37645,
1,0.32676,
1,0.335181,
1,0.443542,
1,0.333491,
1,0.322667,
1,0.334607,
1,0.358985,
1,0.318025,
1,0.339814,
1,0.340448,
1,0.318297,
1,0.344812,
1,0.313302,
1,0.318797,
1,0.348412,
1,0.337369,
1,0.330153,
1,0.364498,
1,0.313888,
1,0.337974,
1,0.357951,
1,0.330147,
1,0.313527,
1,0.317744,
1,0.319137,
1,0.4164,
1,0.314772,
1,0.350108,
1,0.351815,
1,0.31704,
1,0.359819,
1,0.3214,
1,0.346031,
1,0.31825,
1,0.339323,
