Nfuture:,
9,

traj (bool),delta_time (ms),
0,0.148064,
0,0.148486,
0,0.136219,
0,0.042072,
0,0.147501,
0,0.139697,
0,0.149247,
0,0.143738,
0,0.149383,
0,0.185529,
0,0.138735,
0,0.140815,
0,0.143758,
0,0.147501,
0,0.135046,
0,0.142287,
0,0.144533,
0,0.138479,
0,0.139184,
0,0.13222,
0,0.134103,
0,0.135933,
0,0.152432,
0,0.13142,
0,0.11289,
0,0.115423,
0,0.130655,
0,0.130048,
0,0.13481,
0,0.163306,
0,0.142381,
0,0.136273,
0,0.112573,
0,0.245381,
0,0.149083,
0,0.110695,
0,0.146463,
0,0.13693,
0,0.136599,
0,0.146684,
0,0.111255,
0,0.13744,
0,0.135018,
0,0.13742,
0,0.137565,
0,0.209287,
0,0.124152,
0,0.12771,
0,0.120945,
0,0.157198,
0,0.13624,
0,0.111631,
0,0.110607,
0,0.149455,
0,0.123296,
0,0.130807,
0,0.128894,
0,0.141184,
0,0.144994,
0,0.125261,
0,0.140545,
0,0.147797,
0,0.158275,
0,0.125654,
0,0.137043,
0,0.144899,
0,0.134054,
0,0.136568,
0,0.130396,
0,0.150198,
0,0.130057,
0,0.133478,
0,0.133753,
0,0.143884,
0,0.141771,
0,0.133246,
0,0.111674,
0,0.187768,
0,0.148295,
0,0.126755,
0,0.127405,
0,0.148504,
0,0.112599,
0,0.029711,
0,0.090266,
0,0.155567,
0,0.126391,
0,0.139525,
0,0.13992,
0,0.189525,
0,0.134488,
0,0.109939,
0,0.135147,
0,0.151688,
0,0.165727,
0,0.140218,
0,0.138531,
0,0.153708,
0,0.161417,
0,0.136412,
0,0.133556,
0,0.152635,
0,0.143861,
0,0.12862,
0,0.137151,
0,0.174799,
0,0.141815,
0,0.140294,
0,0.138339,
0,0.181851,
0,0.142884,
0,0.146982,
0,0.134604,
0,0.148389,
0,0.191878,
0,0.146363,
0,0.146535,
0,0.147366,
0,0.142738,
0,0.139114,
0,0.138543,
0,0.142182,
0,0.133272,
0,0.135418,
0,0.136017,
0,0.151322,
0,0.131432,
0,0.136412,
0,0.135091,
0,0.163793,
0,0.149316,
0,0.143025,
0,0.14438,
0,0.179454,
0,0.14065,
0,0.129028,
0,0.142565,
0,0.166786,
0,0.135659,
0,0.128958,
0,0.12859,
0,0.162743,
0,0.146865,
0,0.128416,
0,0.125619,
0,0.15628,
0,0.138549,
0,0.130925,
0,0.150042,
0,0.167365,
0,0.136718,
0,0.137147,
0,0.133549,
0,0.173576,
0,0.134788,
0,0.155876,
0,0.145432,
0,0.145746,
0,0.094942,
0,0.126601,
0,0.128167,
0,0.136367,
0,0.12759,
0,0.147753,
0,0.111945,
0,0.139066,
0,0.129621,
0,0.14955,
0,0.130912,
0,0.180221,
0,0.130827,
0,0.142976,
0,0.1261,
0,0.139637,
0,0.134664,
0,0.155808,
0,0.143638,
0,0.148326,
0,0.128835,
0,0.12733,
0,0.138536,
0,0.137859,
0,0.131636,
0,0.141483,
0,0.135799,
0,0.143943,
0,0.142952,
0,0.12728,
0,0.14277,
0,0.142294,
0,0.134092,
0,0.144537,
0,0.129413,
0,0.146139,
0,0.156366,
0,0.128984,
0,0.142503,
0,0.148939,
0,0.139962,
0,0.135394,
0,0.112258,
0,0.138341,
0,0.131846,
0,0.132943,
0,0.128277,
0,0.140444,
0,0.151651,
0,0.127863,
0,0.127814,
0,0.145265,
0,0.123684,
0,0.136179,
0,0.127116,
0,0.145092,
0,0.166634,
0,0.14907,
0,0.155062,
0,0.133658,
0,0.137639,
0,0.165118,
0,0.143412,
0,0.136247,
0,0.143289,
0,0.145263,
0,0.154315,
0,0.181708,
0,0.158459,
0,0.139951,
0,0.157485,
0,0.128309,
0,0.157318,
0,0.161138,
0,0.165215,
0,0.158892,
0,0.163076,
0,0.162786,
0,0.160225,
0,0.16698,
0,0.156958,
0,0.164164,
0,0.171596,
0,0.15711,
0,0.131355,
0,0.151167,
0,0.145599,
0,0.15473,
0,0.139335,
0,0.113497,
0,0.14539,
0,0.155221,
0,0.137905,
0,0.14652,
0,0.161968,
0,0.176324,
0,0.173129,
0,0.140786,
0,0.146866,
0,0.17251,
0,0.147721,
0,0.144047,
0,0.149306,
0,0.14657,
0,0.131382,
0,0.141863,
0,0.133162,
0,0.138908,
0,0.13196,
0,0.136339,
0,0.136854,
0,0.171898,
0,0.141028,
0,0.111672,
0,0.13665,
0,0.129843,
0,0.151277,
0,0.131002,
0,0.140238,
0,0.142144,
0,0.127676,
0,0.111438,
0,0.149815,
0,0.15446,
0,0.026843,
0,0.056977,
0,0.051579,
0,0.03549,
0,0.026725,
