Nfuture:,
22,

traj (bool),delta_time (ms),
0,0.14194,
0,0.147454,
0,0.14153,
0,0.140842,
0,0.034528,
0,0.034397,
0,0.143859,
0,0.157369,
0,0.147848,
0,0.141698,
0,0.145442,
0,0.13849,
0,0.141488,
0,0.144202,
0,0.133327,
0,0.114378,
0,0.135426,
0,0.139345,
0,0.135936,
0,0.16345,
0,0.031521,
0,0.132841,
0,0.126685,
0,0.168594,
0,0.160179,
0,0.13648,
0,0.120457,
0,0.130603,
0,0.137372,
0,0.156843,
0,0.139751,
0,0.149082,
0,0.137301,
0,0.148233,
0,0.142721,
0,0.197642,
0,0.126503,
0,0.129507,
0,0.123905,
0,0.131574,
0,0.162109,
0,0.164381,
0,0.110449,
0,0.130196,
0,0.155316,
0,0.12619,
0,0.156258,
0,0.158539,
0,0.126842,
0,0.133019,
0,0.149475,
0,0.16411,
0,0.149366,
0,0.153653,
0,0.14948,
0,0.159433,
0,0.150137,
0,0.133847,
0,0.132182,
0,0.175395,
0,0.160789,
0,0.143449,
0,0.16142,
0,0.155136,
0,0.161639,
0,0.156552,
0,0.155701,
0,0.132483,
0,0.126125,
0,0.156253,
0,0.147721,
0,0.1305,
0,0.156646,
0,0.138171,
0,0.159549,
0,0.168924,
0,0.141817,
0,0.17035,
0,0.112992,
0,0.14353,
0,0.149278,
0,0.127844,
0,0.111583,
0,0.104353,
0,0.0285,
0,0.048236,
0,0.047913,
0,0.047574,
0,0.026944,
0,0.026626,
0,0.050747,
0,0.050696,
0,0.14742,
0,0.14219,
1,0.406926,
1,0.372068,
1,0.366154,
1,0.367329,
1,0.377183,
1,0.392123,
1,0.409919,
1,0.365109,
1,0.397005,
1,0.393096,
1,0.401457,
1,0.366564,
1,0.365001,
1,0.402527,
1,0.421031,
1,0.397201,
1,0.096789,
1,0.122863,
1,0.411826,
1,0.375233,
1,0.367133,
1,0.424121,
1,0.376709,
1,0.373817,
1,0.396796,
1,0.370448,
1,0.36638,
1,0.367796,
