Nfuture:,
19,

traj (bool),delta_time (ms),
0,0.167307,
0,0.184222,
0,0.133644,
0,0.071611,
0,0.035225,
0,0.068752,
0,0.127594,
0,0.154913,
0,0.146898,
0,0.141679,
0,0.141865,
0,0.159461,
0,0.186366,
0,0.163438,
0,0.143242,
0,0.142797,
0,0.127835,
0,0.128745,
0,0.139325,
0,0.122815,
0,0.148945,
0,0.133534,
0,0.126537,
0,0.111692,
0,0.140394,
0,0.128972,
0,0.112417,
0,0.125359,
0,0.153675,
0,0.126324,
0,0.142874,
0,0.141071,
0,0.147259,
0,0.154451,
0,0.139488,
0,0.170957,
0,0.193539,
0,0.147639,
0,0.131995,
0,0.14283,
0,0.154175,
0,0.140318,
0,0.142552,
0,0.133332,
0,0.14383,
0,0.167245,
0,0.14448,
0,0.146892,
0,0.188816,
0,0.144103,
0,0.170261,
0,0.142154,
0,0.173096,
0,0.127149,
0,0.14204,
0,0.147009,
0,0.174235,
0,0.143802,
0,0.129145,
0,0.139369,
0,0.150141,
0,0.143895,
0,0.145958,
0,0.145507,
0,0.139741,
0,0.144663,
0,0.109688,
0,0.135217,
0,0.131071,
0,0.144448,
0,0.043023,
0,0.030284,
0,0.056853,
0,0.047246,
0,0.048552,
0,0.02631,
0,0.070257,
0,0.036786,
0,0.141497,
0,0.145415,
1,0.396732,
1,0.383667,
1,0.33942,
1,0.394185,
1,0.082719,
1,0.161069,
1,0.388817,
1,0.373022,
1,0.473212,
1,0.340359,
1,0.342459,
1,0.361422,
1,0.412057,
1,0.362596,
1,0.389976,
1,0.357494,
1,0.356812,
1,0.386113,
1,0.386082,
1,0.384343,
1,0.370469,
1,0.399327,
1,0.369059,
1,0.35791,
1,0.356715,
1,0.362721,
1,0.378616,
1,0.392831,
1,0.384263,
1,0.347435,
1,0.388777,
1,0.382743,
1,0.362663,
1,0.347435,
1,0.360384,
1,0.367121,
1,0.381593,
1,0.384509,
1,0.342996,
1,0.375053,
1,0.37496,
1,0.358623,
1,0.343084,
1,0.361105,
1,0.38722,
1,0.37326,
1,0.340897,
1,0.361812,
1,0.357973,
1,0.377831,
1,0.341962,
1,0.343711,
1,0.375875,
1,0.373361,
1,0.341979,
1,0.343134,
1,0.380181,
1,0.411184,
1,0.343291,
1,0.340886,
1,0.37599,
1,0.365659,
1,0.340815,
1,0.339534,
1,0.366938,
1,0.354795,
1,0.349817,
1,0.340677,
1,0.390383,
1,0.343041,
1,0.381524,
1,0.353554,
1,0.361212,
1,0.34555,
1,0.420134,
1,0.340669,
1,0.404467,
1,0.36046,
1,0.377984,
1,0.387122,
1,0.38881,
1,0.372216,
1,0.339331,
