Nfuture:,
19,

traj (bool),delta_time (ms),
0,0.162551,
0,0.154263,
0,0.161483,
0,0.041514,
0,0.02986,
0,0.112981,
0,0.161077,
0,0.141723,
0,0.13573,
0,0.1475,
0,0.147673,
0,0.131307,
0,0.137208,
0,0.158684,
0,0.129379,
0,0.153009,
0,0.11019,
0,0.145283,
0,0.139438,
0,0.133934,
0,0.144256,
0,0.028156,
0,0.068855,
0,0.131909,
0,0.133946,
0,0.146646,
0,0.129255,
0,0.140169,
0,0.127875,
0,0.180712,
0,0.135809,
0,0.114759,
0,0.128958,
0,0.198013,
0,0.127945,
0,0.154415,
0,0.157221,
0,0.145947,
0,0.147588,
0,0.114989,
0,0.146387,
0,0.162275,
0,0.131213,
0,0.128897,
0,0.129011,
0,0.13452,
0,0.180881,
0,0.130666,
0,0.127502,
0,0.156759,
0,0.128222,
0,0.111222,
0,0.126541,
0,0.140729,
0,0.139029,
0,0.143783,
0,0.149891,
0,0.148948,
0,0.133179,
0,0.135488,
0,0.144687,
0,0.134549,
0,0.141644,
0,0.149888,
0,0.135945,
0,0.142649,
0,0.137875,
0,0.135045,
0,0.143605,
0,0.141989,
0,0.128762,
0,0.140515,
0,0.132753,
0,0.200738,
0,0.149672,
0,0.131727,
0,0.174062,
0,0.128358,
0,0.143497,
0,0.167372,
0,0.145089,
0,0.164731,
0,0.155653,
0,0.152498,
0,0.1595,
0,0.146681,
0,0.157333,
0,0.137484,
0,0.163718,
0,0.173647,
0,0.162901,
0,0.162468,
0,0.159707,
0,0.131162,
0,0.143922,
0,0.159712,
0,0.16006,
0,0.164494,
0,0.171011,
0,0.167849,
0,0.158596,
0,0.138345,
0,0.158421,
0,0.134563,
0,0.166637,
0,0.160848,
0,0.154879,
0,0.155971,
0,0.151783,
0,0.154137,
0,0.153143,
0,0.156298,
0,0.158477,
0,0.157059,
0,0.169686,
0,0.132156,
0,0.149804,
0,0.183284,
0,0.155258,
0,0.156304,
0,0.194746,
0,0.140652,
0,0.155367,
0,0.059873,
0,0.151687,
0,0.140017,
0,0.137249,
0,0.172167,
0,0.13396,
0,0.166805,
0,0.132025,
0,0.164289,
0,0.164476,
0,0.180945,
0,0.13329,
0,0.160784,
0,0.029492,
0,0.107296,
0,0.047457,
0,0.047426,
0,0.027576,
0,0.026651,
0,0.03005,
0,0.071044,
0,0.161201,
0,0.157591,
0,0.161477,
1,0.390536,
1,0.386197,
1,0.453593,
1,0.26634,
1,0.093181,
1,0.394284,
1,0.413443,
1,0.346603,
1,0.342598,
1,0.341424,
1,0.395074,
1,0.37582,
1,0.350207,
1,0.340911,
1,0.39891,
1,0.38591,
1,0.342274,
1,0.35745,
1,0.408183,
1,0.355938,
1,0.353311,
1,0.348624,
1,0.411153,
1,0.339875,
1,0.342229,
1,0.341141,
1,0.398463,
1,0.360324,
1,0.345579,
1,0.339974,
1,0.378252,
1,0.377576,
1,0.37285,
1,0.383013,
1,0.379475,
1,0.360197,
1,0.344574,
1,0.344714,
1,0.379017,
1,0.337205,
1,0.389348,
1,0.345574,
1,0.501837,
1,0.339537,
1,0.340879,
1,0.340826,
1,0.343434,
1,0.435229,
1,0.33756,
1,0.349025,
1,0.37496,
1,0.380749,
1,0.374475,
1,0.368795,
1,0.365096,
1,0.379367,
1,0.340907,
1,0.352521,
1,0.386635,
1,0.337686,
1,0.378104,
1,0.343906,
1,0.375499,
1,0.343002,
1,0.36777,
1,0.341039,
1,0.375777,
1,0.341021,
1,0.344012,
1,0.347431,
1,0.359812,
1,0.383305,
1,0.34127,
1,0.372412,
1,0.381312,
1,0.364121,
1,0.380834,
1,0.356277,
1,0.360143,
1,0.342768,
1,0.340438,
1,0.371908,
1,0.347283,
1,0.365014,
1,0.339741,
1,0.340116,
1,0.359485,
1,0.377898,
1,0.369788,
1,0.369054,
1,0.37603,
1,0.339909,
1,0.356116,
1,0.343134,
1,0.371814,
1,0.363289,
1,0.369727,
1,0.347619,
1,0.362792,
1,0.393934,
1,0.361842,
1,0.346618,
1,0.381109,
1,0.357605,
1,0.386411,
1,0.380729,
1,0.365199,
1,0.375915,
1,0.370109,
1,0.374847,
1,0.358834,
1,0.369684,
1,0.372775,
1,0.430052,
1,0.366554,
1,0.358858,
1,0.379525,
1,0.416922,
1,0.390787,
1,0.341184,
1,0.367399,
1,0.374672,
1,0.360724,
1,0.338796,
1,0.342121,
1,0.372932,
1,0.386283,
1,0.365277,
1,0.3574,
1,0.341277,
1,0.363048,
1,0.363542,
1,0.365094,
1,0.342496,
1,0.420382,
1,0.340068,
1,0.33899,
1,0.350601,
1,0.407825,
1,0.348304,
1,0.342012,
1,0.34066,
1,0.384475,
1,0.341485,
1,0.339741,
1,0.343624,
1,0.388879,
1,0.385193,
1,0.385692,
1,0.343934,
1,0.345769,
1,0.375332,
1,0.339823,
1,0.339039,
1,0.366753,
1,0.352646,
1,0.346272,
1,0.3424,
1,0.42055,
1,0.340186,
1,0.344907,
1,0.34308,
1,0.360585,
1,0.339806,
1,0.372787,
1,0.369187,
1,0.387279,
1,0.374578,
1,0.374066,
1,0.33752,
1,0.342823,
1,0.356515,
1,0.348091,
1,0.397625,
1,0.391609,
1,0.369593,
1,0.370545,
1,0.384164,
1,0.363601,
1,0.35456,
1,0.340129,
1,0.350268,
1,0.368547,
1,0.341966,
1,0.34072,
1,0.338817,
1,0.361534,
1,0.363872,
1,0.367025,
1,0.341585,
1,0.342718,
1,0.376475,
1,0.354666,
1,0.380797,
1,0.385561,
1,0.349211,
1,0.375226,
1,0.350365,
1,0.45718,
1,0.351875,
1,0.345483,
1,0.361871,
1,0.363745,
1,0.34013,
1,0.344647,
1,0.367793,
1,0.367869,
1,0.382333,
1,0.365596,
1,0.338999,
1,0.377133,
1,0.376929,
1,0.362292,
1,0.343948,
1,0.375089,
1,0.341069,
1,0.345877,
1,0.341885,
1,0.369241,
1,0.370775,
1,0.342963,
1,0.341108,
1,0.371515,
1,0.376919,
1,0.368234,
1,0.341435,
1,0.360466,
1,0.368039,
1,0.356573,
1,0.339142,
1,0.362943,
1,0.356714,
1,0.361063,
1,0.341379,
1,0.410535,
1,0.380851,
1,0.341198,
1,0.346354,
1,0.380964,
1,0.345561,
1,0.37646,
1,0.372797,
1,0.385238,
1,0.373041,
1,0.374469,
1,0.369548,
1,0.365368,
1,0.344568,
1,0.365227,
1,0.342436,
1,0.361177,
1,0.35776,
1,0.36996,
1,0.34363,
1,0.361216,
1,0.340872,
1,0.340846,
1,0.346966,
1,0.376638,
1,0.341551,
1,0.341707,
1,0.342387,
1,0.380187,
1,0.338504,
1,0.344826,
1,0.349008,
1,0.378042,
1,0.357657,
1,0.359157,
1,0.342221,
1,0.363404,
1,0.357937,
1,0.4298,
1,0.341983,
1,0.379138,
1,0.338932,
1,0.339826,
1,0.339661,
1,0.377837,
1,0.4663,
1,0.342087,
1,0.340891,
1,0.365073,
1,0.347685,
1,0.350815,
1,0.341651,
1,0.360407,
1,0.362394,
1,0.359435,
1,0.341805,
1,0.37412,
1,0.380664,
1,0.364125,
1,0.36713,
1,0.3726,
1,0.338244,
1,0.340076,
1,0.359772,
1,0.374251,
1,0.341551,
1,0.341724,
1,0.367771,
1,0.371577,
1,0.343465,
1,0.341548,
1,0.340533,
1,0.36173,
1,0.388741,
1,0.338261,
1,0.339317,
1,0.393761,
1,0.37172,
1,0.360814,
1,0.368306,
1,0.391346,
1,0.3459,
1,0.340458,
1,0.373451,
1,0.356625,
1,0.348105,
1,0.344093,
1,0.378207,
1,0.438549,
1,0.385025,
1,0.340979,
1,0.376531,
1,0.385579,
1,0.376476,
1,0.340067,
1,0.40347,
1,0.389458,
1,0.380383,
1,0.376849,
1,0.376052,
1,0.482876,
1,0.377347,
1,0.38132,
1,0.376759,
1,0.387962,
1,0.383797,
1,0.345604,
1,0.358665,
1,0.368679,
1,0.367457,
1,0.348981,
1,0.340618,
1,0.359397,
1,0.387903,
1,0.384343,
1,0.349786,
1,0.363745,
1,0.366283,
1,0.367102,
1,0.340113,
1,0.346733,
1,0.336864,
1,0.339978,
0,0.109505,
0,0.04183,
0,0.107366,
0,0.136637,
0,0.115551,
0,0.141286,
0,0.147352,
0,0.140052,
0,0.144176,
0,0.13953,
0,0.136146,
0,0.131353,
0,0.135284,
0,0.144489,
0,0.125838,
0,0.110754,
0,0.133911,
0,0.223528,
0,0.114559,
0,0.134345,
0,0.135342,
0,0.165636,
0,0.14365,
0,0.135927,
0,0.137114,
0,0.163187,
0,0.158311,
0,0.111334,
0,0.136503,
0,0.13874,
0,0.136207,
0,0.115486,
0,0.135761,
0,0.145698,
0,0.139078,
0,0.135885,
0,0.136563,
0,0.137988,
0,0.148704,
0,0.158814,
0,0.135661,
0,0.156811,
0,0.137008,
0,0.138946,
0,0.137931,
0,0.1413,
0,0.146184,
0,0.138522,
0,0.135401,
0,0.155147,
0,0.110977,
0,0.138682,
0,0.136812,
0,0.135088,
0,0.13288,
0,0.1389,
0,0.144728,
0,0.136842,
0,0.146031,
0,0.143192,
0,0.133825,
0,0.136466,
