Nfuture:,
7,

traj (bool),delta_time (ms),
0,0.139479,
0,0.134959,
0,0.143576,
0,0.147053,
0,0.076934,
0,0.037289,
0,0.144413,
0,0.138043,
0,0.138618,
0,0.133036,
0,0.130754,
0,0.150426,
0,0.139346,
0,0.131988,
0,0.14087,
0,0.152,
0,0.12954,
0,0.135911,
0,0.136898,
0,0.159217,
0,0.185127,
0,0.143914,
0,0.150975,
0,0.146963,
0,0.149282,
0,0.164128,
0,0.143439,
0,0.135446,
0,0.139164,
0,0.146517,
0,0.140126,
0,0.136418,
0,0.138389,
0,0.155672,
0,0.148786,
0,0.145256,
0,0.142195,
0,0.141132,
0,0.143578,
0,0.143605,
0,0.136078,
0,0.15313,
0,0.138221,
0,0.133292,
0,0.156495,
0,0.129858,
0,0.127687,
0,0.134233,
0,0.140409,
0,0.129343,
0,0.157013,
0,0.130428,
0,0.140204,
0,0.129216,
0,0.140531,
0,0.196693,
0,0.113042,
0,0.141625,
0,0.174838,
0,0.156865,
0,0.135965,
0,0.127535,
0,0.144855,
0,0.161179,
0,0.111227,
0,0.139928,
0,0.142342,
0,0.156153,
0,0.160687,
0,0.128849,
0,0.130333,
0,0.152159,
0,0.183842,
0,0.112265,
0,0.112158,
0,0.112693,
0,0.134058,
0,0.144606,
0,0.110559,
0,0.153745,
0,0.140508,
0,0.14507,
0,0.152205,
0,0.190293,
0,0.142063,
0,0.111972,
0,0.110971,
0,0.148204,
0,0.123815,
0,0.027928,
0,0.047998,
0,0.052434,
0,0.052013,
0,0.026996,
0,0.025927,
0,0.052953,
0,0.136457,
0,0.141221,
1,0.317425,
1,0.30482,
1,0.234944,
1,0.254373,
1,0.063114,
1,0.067306,
1,0.294685,
1,0.267331,
1,0.228001,
1,0.262513,
1,0.328296,
1,0.25791,
1,0.099216,
1,0.06279,
1,0.079781,
1,0.257553,
1,0.232465,
1,0.344954,
1,0.235646,
1,0.233497,
1,0.226385,
1,0.263649,
1,0.230857,
1,0.243846,
1,0.227677,
1,0.258175,
1,0.262689,
1,0.258865,
1,0.254447,
1,0.230266,
1,0.258319,
1,0.229441,
1,0.255834,
1,0.313351,
1,0.254126,
1,0.254113,
1,0.236048,
1,0.302399,
1,0.22717,
1,0.300203,
1,0.252695,
1,0.25982,
1,0.25624,
1,0.302503,
1,0.27571,
1,0.284712,
1,0.263114,
1,0.259209,
1,0.228229,
1,0.289822,
1,0.265292,
1,0.253641,
1,0.235217,
1,0.254396,
1,0.228224,
1,0.245524,
1,0.22755,
1,0.250519,
1,0.249001,
1,0.250302,
1,0.22941,
1,0.268035,
1,0.262445,
1,0.226544,
1,0.252138,
1,0.254466,
1,0.25017,
1,0.255174,
1,0.257984,
1,0.286558,
1,0.243777,
1,0.255659,
1,0.242195,
1,0.247279,
1,0.227451,
1,0.242989,
1,0.248175,
1,0.227982,
1,0.245417,
1,0.266275,
1,0.263598,
1,0.265914,
1,0.23049,
1,0.23628,
1,0.268727,
1,0.27328,
1,0.228836,
1,0.231447,
1,0.234019,
1,0.270308,
1,0.22759,
1,0.232581,
1,0.234351,
1,0.246936,
1,0.237459,
1,0.259398,
1,0.228448,
1,0.229451,
1,0.264811,
1,0.257128,
1,0.252248,
1,0.263133,
1,0.260655,
1,0.247037,
1,0.22797,
1,0.266473,
1,0.245268,
1,0.228373,
1,0.233976,
1,0.247415,
1,0.227788,
1,0.235721,
1,0.236754,
1,0.238735,
1,0.234891,
1,0.259122,
1,0.22893,
1,0.249713,
1,0.228653,
1,0.231276,
1,0.243567,
1,0.295081,
1,0.261027,
1,0.288958,
1,0.230114,
1,0.257228,
1,0.249854,
1,0.228029,
1,0.24571,
1,0.259765,
1,0.249347,
1,0.227955,
1,0.235961,
1,0.249662,
1,0.09849,
1,0.07266,
1,0.229447,
1,0.273049,
1,0.278681,
1,0.148056,
1,0.05862,
1,0.162184,
1,0.270652,
1,0.268155,
1,0.22949,
1,0.252709,
1,0.261543,
1,0.231908,
1,0.23357,
1,0.285704,
1,0.333709,
1,0.250897,
1,0.239345,
1,0.32251,
1,0.261152,
1,0.266245,
1,0.229315,
1,0.268956,
1,0.258834,
1,0.237992,
1,0.256583,
1,0.284101,
1,0.285191,
1,0.240093,
1,0.22932,
1,0.273334,
1,0.25785,
1,0.239467,
1,0.234415,
1,0.29622,
1,0.259607,
1,0.260724,
1,0.227741,
1,0.276861,
1,0.264849,
1,0.273757,
1,0.228563,
1,0.298964,
1,0.255417,
1,0.266398,
1,0.28129,
1,0.2795,
1,0.293716,
1,0.262648,
1,0.246312,
1,0.269745,
1,0.261749,
1,0.267532,
1,0.270834,
1,0.249534,
1,0.275399,
1,0.261971,
1,0.264445,
1,0.280795,
1,0.228112,
1,0.240922,
1,0.261243,
1,0.295859,
1,0.242405,
1,0.256868,
1,0.265601,
1,0.290098,
1,0.25355,
1,0.273352,
1,0.235848,
1,0.277648,
1,0.262235,
1,0.234854,
1,0.26455,
1,0.269144,
1,0.33001,
1,0.231017,
1,0.235836,
1,0.279004,
1,0.240823,
1,0.295724,
1,0.266991,
1,0.230663,
1,0.268708,
1,0.236019,
1,0.302277,
1,0.245683,
1,0.257073,
1,0.227787,
1,0.229369,
1,0.295683,
1,0.24521,
1,0.229203,
1,0.232819,
1,0.28198,
1,0.292146,
1,0.227212,
1,0.228248,
1,0.261412,
1,0.234383,
1,0.261095,
1,0.234005,
1,0.259099,
1,0.227493,
1,0.228305,
1,0.230281,
1,0.26769,
1,0.244783,
1,0.231113,
1,0.235564,
1,0.229694,
1,0.250842,
1,0.228887,
1,0.242647,
1,0.230843,
1,0.293857,
1,0.228839,
1,0.247294,
1,0.291251,
1,0.228184,
1,0.261245,
1,0.228494,
1,0.274952,
1,0.232081,
1,0.229326,
1,0.257603,
1,0.290606,
1,0.286854,
1,0.229792,
1,0.226762,
1,0.263221,
1,0.255008,
1,0.236582,
1,0.2334,
1,0.262318,
1,0.234159,
1,0.239605,
1,0.227549,
1,0.252934,
1,0.246214,
1,0.235863,
1,0.227287,
1,0.257676,
1,0.25951,
1,0.245976,
1,0.228654,
1,0.27097,
1,0.251787,
1,0.229159,
1,0.232781,
1,0.26268,
1,0.236732,
1,0.275236,
1,0.243883,
1,0.321675,
1,0.234988,
1,0.26705,
1,0.22905,
1,0.266353,
1,0.228236,
1,0.253997,
1,0.22946,
1,0.252397,
1,0.27018,
1,0.261123,
1,0.228773,
1,0.280874,
1,0.324903,
1,0.252975,
1,0.227414,
1,0.307601,
1,0.233876,
1,0.255719,
1,0.237255,
1,0.293823,
1,0.235763,
1,0.258959,
1,0.254354,
1,0.260052,
1,0.22774,
1,0.252409,
1,0.253586,
1,0.269599,
1,0.24985,
1,0.272876,
1,0.253365,
1,0.254099,
1,0.254454,
1,0.252425,
1,0.255249,
1,0.274339,
1,0.231226,
1,0.227664,
1,0.261049,
1,0.231279,
1,0.241914,
1,0.247761,
1,0.251914,
1,0.259608,
1,0.249224,
1,0.239925,
1,0.228164,
1,0.253004,
1,0.243822,
1,0.237271,
1,0.227567,
1,0.25795,
1,0.250793,
1,0.226979,
1,0.238097,
1,0.261355,
1,0.227251,
1,0.228358,
1,0.23324,
1,0.260708,
1,0.227101,
1,0.263904,
1,0.227791,
1,0.25513,
1,0.232044,
1,0.236025,
1,0.243368,
0,0.106224,
0,0.136736,
0,0.149329,
0,0.125724,
0,0.146576,
0,0.129745,
0,0.134891,
0,0.134591,
0,0.137211,
0,0.1249,
0,0.141312,
0,0.127537,
0,0.137057,
0,0.136085,
0,0.140187,
0,0.136513,
0,0.156577,
0,0.137484,
0,0.136895,
0,0.026451,
0,0.027334,
0,0.02774,
0,0.065534,
0,0.135456,
0,0.052754,
0,0.12653,
0,0.139304,
0,0.144718,
0,0.145122,
0,0.135718,
0,0.132857,
0,0.133471,
0,0.141422,
0,0.129757,
0,0.133238,
0,0.134767,
0,0.138681,
0,0.146339,
0,0.140998,
0,0.142744,
0,0.14915,
0,0.141954,
0,0.147108,
0,0.129931,
0,0.14917,
0,0.145503,
0,0.134734,
0,0.133483,
0,0.141074,
0,0.099008,
