Nfuture:,
7,

traj (bool),delta_time (ms),
0,0.150013,
0,0.172671,
0,0.2003,
0,0.03796,
0,0.044807,
0,0.126219,
0,0.166793,
0,0.143744,
0,0.136321,
0,0.13582,
0,0.147338,
0,0.138469,
0,0.130008,
0,0.147571,
0,0.131385,
0,0.135235,
0,0.128011,
0,0.131218,
0,0.129075,
0,0.131885,
0,0.044608,
0,0.158466,
0,0.167172,
0,0.152843,
0,0.112629,
0,0.149142,
0,0.140836,
0,0.170516,
0,0.158667,
0,0.138267,
0,0.182857,
0,0.157346,
0,0.1455,
0,0.145258,
0,0.125985,
0,0.143911,
0,0.118385,
0,0.173354,
0,0.110492,
0,0.152244,
0,0.141539,
0,0.159538,
0,0.165888,
0,0.134645,
0,0.140265,
0,0.138217,
0,0.140855,
0,0.12777,
0,0.124593,
0,0.201018,
0,0.141834,
0,0.141439,
0,0.13562,
0,0.163712,
0,0.140517,
0,0.143027,
0,0.142161,
0,0.142836,
0,0.142708,
0,0.147116,
0,0.149962,
0,0.155947,
0,0.14923,
0,0.11096,
0,0.140993,
0,0.156643,
0,0.138897,
0,0.159674,
0,0.140629,
0,0.131458,
0,0.135917,
0,0.13063,
0,0.146687,
0,0.14369,
0,0.144411,
0,0.14748,
0,0.152142,
0,0.148356,
0,0.1558,
0,0.121926,
0,0.148691,
0,0.146494,
0,0.149386,
0,0.144084,
0,0.111136,
0,0.152661,
0,0.14984,
0,0.155182,
0,0.142501,
0,0.066508,
0,0.047544,
0,0.054962,
0,0.051874,
0,0.039822,
0,0.027406,
0,0.030142,
0,0.072236,
0,0.184215,
1,0.255486,
1,0.265036,
1,0.278413,
1,0.300375,
1,0.268666,
1,0.058283,
1,0.097986,
1,0.357245,
1,0.243184,
1,0.234644,
1,0.233381,
1,0.235428,
1,0.235403,
1,0.226902,
1,0.233317,
1,0.232956,
1,0.233405,
1,0.235522,
1,0.228132,
1,0.270947,
1,0.257207,
1,0.227712,
1,0.228376,
1,0.257937,
1,0.227313,
1,0.232425,
1,0.254985,
1,0.233832,
1,0.228023,
1,0.234022,
1,0.230125,
1,0.26535,
1,0.251022,
1,0.229445,
1,0.234065,
1,0.265453,
1,0.257913,
1,0.233652,
1,0.229681,
1,0.271119,
1,0.24757,
1,0.232171,
1,0.228146,
1,0.259308,
1,0.254181,
1,0.228199,
1,0.234672,
1,0.275859,
1,0.24303,
1,0.228647,
1,0.230899,
1,0.283447,
1,0.25584,
1,0.246049,
1,0.230098,
1,0.258868,
1,0.27351,
1,0.056086,
1,0.146744,
1,0.272591,
1,0.25385,
1,0.26325,
1,0.263815,
1,0.254539,
1,0.242421,
1,0.227302,
1,0.286206,
1,0.23515,
1,0.251561,
1,0.233063,
1,0.271882,
1,0.281967,
1,0.247632,
1,0.24554,
1,0.22903,
1,0.27149,
1,0.227434,
1,0.2314,
1,0.227851,
1,0.230979,
1,0.26499,
1,0.238183,
1,0.229838,
1,0.261346,
1,0.245837,
1,0.228218,
1,0.263902,
1,0.23101,
1,0.22743,
1,0.228721,
1,0.23482,
1,0.329717,
1,0.23262,
1,0.227991,
1,0.226436,
1,0.257413,
1,0.257449,
1,0.227912,
1,0.24315,
1,0.258462,
1,0.263935,
1,0.258039,
1,0.229696,
1,0.259067,
1,0.253215,
1,0.232581,
1,0.22701,
1,0.253659,
1,0.228749,
1,0.254688,
1,0.262425,
1,0.232743,
1,0.23033,
1,0.234466,
1,0.227993,
1,0.267562,
1,0.231271,
1,0.236127,
1,0.228269,
1,0.264872,
1,0.227033,
1,0.258503,
1,0.26413,
