Nfuture:,
6,

traj (bool),delta_time (ms),
0,0.159308,
0,0.146713,
0,0.144094,
0,0.068494,
0,0.029937,
0,0.066594,
0,0.153015,
0,0.137999,
0,0.161342,
0,0.166971,
0,0.137593,
0,0.147612,
0,0.141797,
0,0.141556,
0,0.157933,
0,0.141697,
0,0.136371,
0,0.162187,
0,0.161921,
0,0.145391,
0,0.117931,
0,0.155835,
0,0.151474,
0,0.170081,
0,0.152682,
0,0.184063,
0,0.155076,
0,0.139767,
0,0.166738,
0,0.162732,
0,0.152722,
0,0.154333,
0,0.112783,
0,0.130818,
0,0.1743,
0,0.164741,
0,0.131656,
0,0.144063,
0,0.162004,
0,0.125974,
0,0.161537,
0,0.13976,
0,0.151397,
0,0.140331,
0,0.167628,
0,0.169433,
0,0.133232,
0,0.150219,
0,0.141983,
0,0.164344,
0,0.164184,
0,0.12778,
0,0.162363,
0,0.162957,
0,0.166798,
0,0.168885,
0,0.128309,
0,0.130269,
0,0.172941,
0,0.16425,
0,0.030732,
0,0.049353,
0,0.048075,
0,0.047984,
0,0.026581,
0,0.027094,
0,0.039958,
0,0.073376,
0,0.155002,
0,0.162217,
1,0.272915,
1,0.261039,
1,0.258424,
1,0.118109,
1,0.054508,
1,0.227619,
1,0.233425,
1,0.263373,
1,0.255154,
1,0.271159,
1,0.266731,
1,0.23575,
1,0.270888,
1,0.273944,
1,0.282893,
1,0.259881,
1,0.254539,
1,0.275853,
1,0.2829,
1,0.273113,
1,0.262181,
1,0.247894,
1,0.260641,
1,0.26995,
1,0.219336,
1,0.273618,
1,0.250787,
1,0.2774,
1,0.227235,
1,0.266481,
1,0.261924,
1,0.267434,
1,0.231716,
1,0.280172,
1,0.276244,
1,0.297305,
1,0.317456,
1,0.269244,
1,0.290839,
1,0.304722,
1,0.260659,
1,0.234886,
1,0.259847,
1,0.238061,
1,0.264476,
1,0.270065,
1,0.235348,
1,0.263922,
1,0.269842,
1,0.267526,
1,0.255301,
1,0.264013,
1,0.286848,
1,0.266865,
1,0.275368,
1,0.270266,
1,0.272742,
1,0.261497,
1,0.272896,
1,0.273521,
1,0.272135,
1,0.230459,
1,0.263908,
1,0.27388,
1,0.277136,
1,0.247812,
1,0.234769,
1,0.246049,
1,0.26885,
1,0.306973,
1,0.265237,
1,0.260382,
1,0.256172,
1,0.26748,
1,0.278551,
1,0.291658,
1,0.239535,
1,0.26063,
1,0.271413,
1,0.300803,
1,0.238236,
1,0.247667,
1,0.245922,
1,0.246255,
1,0.237559,
1,0.256088,
1,0.271987,
1,0.277956,
1,0.287709,
1,0.219104,
1,0.257655,
1,0.243906,
1,0.253965,
1,0.255918,
1,0.256763,
1,0.25088,
1,0.245089,
1,0.249723,
1,0.259113,
1,0.274393,
1,0.242399,
1,0.250362,
1,0.249405,
1,0.255017,
1,0.247334,
1,0.260141,
1,0.248337,
1,0.279051,
1,0.270685,
1,0.236155,
1,0.242589,
1,0.255774,
1,0.245765,
1,0.264476,
1,0.251889,
1,0.265754,
1,0.248876,
1,0.249107,
1,0.256706,
1,0.250292,
1,0.253391,
1,0.24942,
1,0.243851,
1,0.238238,
1,0.256775,
1,0.25107,
1,0.251543,
1,0.2454,
1,0.23457,
1,0.221224,
1,0.223519,
