Nfuture:,
23,

traj (bool),delta_time (ms),
0,0.167955,
0,0.133122,
0,0.151499,
0,0.165829,
0,0.030607,
0,0.037735,
0,0.156775,
0,0.152667,
0,0.15368,
0,0.139492,
0,0.146364,
0,0.150543,
0,0.174706,
0,0.126968,
0,0.173887,
0,0.159238,
0,0.184066,
0,0.137844,
0,0.135532,
0,0.134007,
0,0.161215,
0,0.149418,
0,0.124484,
0,0.141475,
0,0.151427,
0,0.148768,
0,0.14808,
0,0.11171,
0,0.155762,
0,0.169821,
0,0.131568,
0,0.142128,
0,0.158706,
0,0.142767,
0,0.131526,
0,0.146511,
0,0.192122,
0,0.150883,
0,0.135571,
0,0.147536,
0,0.157722,
0,0.146864,
0,0.149607,
0,0.217404,
0,0.168041,
0,0.161581,
0,0.135414,
0,0.137754,
0,0.15579,
0,0.151838,
0,0.149024,
0,0.155392,
0,0.197809,
0,0.148204,
0,0.135729,
0,0.129068,
0,0.161607,
0,0.126546,
0,0.136845,
0,0.159284,
0,0.143994,
0,0.14517,
0,0.131503,
0,0.136759,
0,0.138536,
0,0.141223,
0,0.139677,
0,0.130836,
0,0.149511,
0,0.137841,
0,0.137026,
0,0.144445,
0,0.17208,
0,0.128429,
0,0.133926,
0,0.157554,
0,0.183536,
0,0.132815,
0,0.112254,
0,0.152776,
0,0.148072,
0,0.167917,
0,0.133611,
0,0.143926,
0,0.144427,
0,0.131503,
0,0.130941,
0,0.141028,
0,0.146844,
0,0.141907,
0,0.146304,
0,0.142807,
0,0.175656,
0,0.1379,
0,0.139107,
0,0.148872,
0,0.146582,
0,0.141167,
0,0.137485,
0,0.143978,
0,0.16153,
0,0.137839,
0,0.150782,
0,0.140801,
0,0.144093,
0,0.129505,
0,0.127884,
0,0.157255,
0,0.14479,
0,0.146942,
0,0.15334,
0,0.027781,
0,0.038206,
0,0.138351,
0,0.144614,
0,0.155462,
0,0.167571,
0,0.113641,
0,0.152588,
0,0.145787,
0,0.157861,
0,0.142861,
0,0.149471,
0,0.133025,
0,0.161769,
0,0.166068,
0,0.152909,
0,0.131746,
0,0.144934,
0,0.131222,
0,0.144437,
0,0.043649,
0,0.067659,
0,0.133054,
0,0.143933,
0,0.145453,
0,0.15725,
0,0.149485,
0,0.131857,
0,0.134357,
0,0.175479,
0,0.133258,
0,0.148828,
0,0.144528,
0,0.149673,
0,0.160603,
0,0.11617,
0,0.130792,
0,0.145938,
0,0.165792,
0,0.161831,
0,0.114691,
0,0.144059,
0,0.173087,
0,0.131407,
0,0.139896,
0,0.139803,
0,0.131484,
0,0.133395,
0,0.141849,
0,0.134348,
0,0.130319,
