Nfuture:,
20,

traj (bool),delta_time (ms),
0,0.129177,
0,0.145665,
0,0.176261,
0,0.152742,
0,0.030466,
0,0.037872,
0,0.167251,
0,0.14987,
0,0.154613,
0,0.135312,
0,0.146296,
0,0.143214,
0,0.13965,
0,0.144401,
0,0.151491,
0,0.075438,
0,0.132585,
0,0.133436,
0,0.156357,
0,0.136238,
0,0.140636,
0,0.130014,
0,0.048212,
0,0.045034,
0,0.134917,
0,0.144101,
0,0.133971,
0,0.160939,
0,0.129207,
0,0.132807,
0,0.146553,
0,0.135954,
0,0.135683,
0,0.110494,
0,0.143238,
0,0.129727,
0,0.138482,
0,0.128766,
0,0.151664,
0,0.137963,
0,0.143529,
0,0.141278,
0,0.146426,
0,0.110446,
0,0.128187,
0,0.125933,
0,0.162947,
0,0.135872,
0,0.125498,
0,0.141337,
0,0.116685,
0,0.172696,
0,0.162832,
0,0.146778,
0,0.169198,
0,0.142385,
0,0.145992,
0,0.145692,
0,0.152957,
0,0.140144,
0,0.145775,
0,0.141596,
0,0.155977,
0,0.157044,
0,0.143124,
0,0.112094,
0,0.149324,
0,0.149565,
0,0.140012,
0,0.139125,
0,0.148143,
0,0.160922,
0,0.149688,
0,0.113975,
0,0.166465,
0,0.138187,
0,0.169252,
0,0.143193,
0,0.189594,
0,0.143112,
0,0.158329,
0,0.140221,
0,0.135818,
0,0.148858,
0,0.143431,
0,0.154707,
0,0.150642,
0,0.153468,
0,0.163452,
0,0.140039,
0,0.153179,
0,0.148854,
0,0.134266,
0,0.124449,
0,0.139547,
0,0.146667,
0,0.041537,
0,0.034504,
0,0.055233,
0,0.050273,
0,0.035076,
0,0.036906,
0,0.051829,
0,0.033889,
0,0.129837,
0,0.157214,
1,0.406141,
1,0.385837,
1,0.34983,
1,0.35188,
1,0.125344,
1,0.364257,
1,0.354504,
1,0.37914,
1,0.374176,
1,0.355037,
1,0.34678,
1,0.375746,
1,0.375795,
1,0.348948,
1,0.350978,
1,0.348789,
1,0.369065,
1,0.382893,
1,0.374729,
1,0.348235,
1,0.379988,
1,0.423948,
1,0.348901,
1,0.349943,
1,0.375893,
1,0.384802,
1,0.354346,
1,0.375775,
1,0.425763,
1,0.351001,
1,0.372968,
1,0.363163,
1,0.357329,
1,0.360945,
1,0.348709,
1,0.364141,
1,0.395972,
1,0.35325,
1,0.412258,
1,0.350166,
1,0.39588,
1,0.375431,
1,0.380397,
1,0.348438,
1,0.395292,
1,0.366687,
1,0.372567,
1,0.375465,
1,0.491773,
1,0.377304,
1,0.364846,
1,0.372613,
1,0.390789,
1,0.353858,
1,0.382158,
1,0.384938,
1,0.378697,
1,0.370746,
1,0.368779,
1,0.376755,
1,0.370776,
1,0.366241,
1,0.348953,
1,0.373812,
1,0.381206,
1,0.364897,
1,0.358183,
1,0.349334,
1,0.395948,
1,0.353335,
1,0.377635,
1,0.373284,
1,0.380887,
1,0.360019,
1,0.351139,
1,0.347646,
1,0.367756,
1,0.371656,
1,0.352826,
1,0.346695,
1,0.386549,
1,0.377028,
