Nfuture:,
18,

traj (bool),delta_time (ms),
0,0.129324,
0,0.140299,
0,0.141579,
0,0.041757,
0,0.108589,
0,0.108474,
0,0.148329,
0,0.142849,
0,0.144356,
0,0.134838,
0,0.129111,
0,0.139455,
0,0.13104,
0,0.133412,
0,0.151283,
0,0.127889,
0,0.15658,
0,0.139419,
0,0.149022,
0,0.156333,
0,0.14567,
0,0.167215,
0,0.162326,
0,0.17217,
0,0.16746,
0,0.154004,
0,0.16727,
0,0.146021,
0,0.133588,
0,0.129837,
0,0.109766,
0,0.130361,
0,0.16874,
0,0.13403,
0,0.125944,
0,0.139354,
0,0.129299,
0,0.164463,
0,0.040328,
0,0.169265,
0,0.149535,
0,0.156736,
0,0.138554,
0,0.175315,
0,0.167771,
0,0.163626,
0,0.181813,
0,0.168147,
0,0.168732,
0,0.17267,
0,0.165225,
0,0.152562,
0,0.159017,
0,0.123617,
0,0.158264,
0,0.158242,
0,0.139189,
0,0.150648,
0,0.133958,
0,0.148478,
0,0.133897,
0,0.134627,
0,0.13021,
0,0.135381,
0,0.161875,
0,0.027711,
0,0.048024,
0,0.064738,
0,0.047934,
0,0.025761,
0,0.042694,
0,0.027625,
0,0.070163,
0,0.150534,
0,0.145505,
1,0.460245,
1,0.403584,
1,0.369181,
1,0.154981,
1,0.08246,
1,0.205698,
1,0.375015,
1,0.366946,
1,0.330732,
1,0.420721,
1,0.427172,
1,0.368341,
1,0.368517,
1,0.439087,
1,0.339069,
1,0.360601,
1,0.365185,
1,0.47835,
1,0.365653,
1,0.331066,
1,0.379053,
1,0.446104,
1,0.376272,
1,0.330982,
1,0.38623,
1,0.433402,
1,0.100102,
1,0.43023,
1,0.368991,
1,0.432742,
1,0.367172,
1,0.33005,
1,0.362297,
1,0.352931,
1,0.373568,
1,0.364999,
1,0.365112,
1,0.412417,
1,0.434931,
1,0.372724,
1,0.331429,
1,0.373687,
1,0.390041,
1,0.369463,
1,0.329605,
1,0.3532,
1,0.366897,
1,0.363958,
1,0.364336,
1,0.376263,
1,0.358314,
1,0.329531,
1,0.331534,
1,0.352385,
1,0.356962,
1,0.332124,
1,0.337144,
1,0.383451,
1,0.360835,
1,0.355252,
1,0.328414,
1,0.38051,
1,0.331999,
1,0.360125,
1,0.331079,
1,0.331974,
1,0.348607,
