Nfuture:,
24,

traj (bool),delta_time (ms),
0,0.141145,
0,0.153817,
0,0.154204,
0,0.037206,
0,0.039568,
0,0.140879,
0,0.144153,
0,0.12872,
0,0.129534,
0,0.145406,
0,0.152108,
0,0.135585,
0,0.15902,
0,0.151442,
0,0.14324,
0,0.125938,
0,0.130752,
0,0.146343,
0,0.136124,
0,0.124344,
0,0.139803,
0,0.138349,
0,0.150897,
0,0.13724,
0,0.180088,
0,0.143391,
0,0.139407,
0,0.150138,
0,0.154704,
0,0.14214,
0,0.149086,
0,0.148301,
0,0.161704,
0,0.159583,
0,0.133789,
0,0.142988,
0,0.14095,
0,0.147322,
0,0.131199,
0,0.144874,
0,0.148919,
0,0.145139,
0,0.155289,
0,0.135016,
0,0.14879,
0,0.154581,
0,0.154729,
0,0.150786,
0,0.144366,
0,0.138729,
0,0.129843,
0,0.13404,
0,0.144071,
0,0.136934,
0,0.125241,
0,0.133809,
0,0.139779,
0,0.139618,
0,0.138952,
0,0.158412,
0,0.14235,
0,0.136588,
0,0.143228,
0,0.146499,
0,0.034963,
0,0.031229,
0,0.048169,
0,0.049149,
0,0.039638,
0,0.026577,
0,0.028753,
0,0.06849,
0,0.141621,
0,0.15163,
1,0.399268,
1,0.454437,
1,0.427682,
1,0.22003,
1,0.100659,
1,0.230218,
1,0.432885,
1,0.447558,
1,0.426635,
1,0.438126,
1,0.420996,
1,0.414845,
1,0.402677,
1,0.419716,
1,0.435072,
1,0.408747,
1,0.406718,
1,0.404584,
1,0.405743,
1,0.403979,
1,0.399505,
1,0.409783,
1,0.437156,
1,0.398934,
1,0.408664,
1,0.407448,
1,0.513847,
1,0.405432,
1,0.407113,
1,0.410013,
1,0.472531,
1,0.390258,
1,0.416315,
1,0.400198,
1,0.423118,
1,0.405103,
1,0.406859,
1,0.410806,
1,0.418748,
1,0.389003,
1,0.437394,
1,0.411231,
1,0.396421,
1,0.405615,
1,0.42817,
1,0.419185,
1,0.434013,
1,0.51874,
1,0.400043,
1,0.419959,
1,0.446629,
