Nfuture:,
11,

traj (bool),delta_time (ms),
0,0.166516,
0,0.158324,
0,0.164006,
0,0.169487,
0,0.033644,
0,0.141428,
0,0.156541,
0,0.18752,
0,0.155717,
0,0.163252,
0,0.16348,
0,0.147541,
0,0.152849,
0,0.184995,
0,0.131525,
0,0.189351,
0,0.124565,
0,0.133763,
0,0.165814,
0,0.170155,
0,0.156046,
0,0.148914,
0,0.133797,
0,0.137519,
0,0.159067,
0,0.148388,
0,0.151346,
0,0.165743,
0,0.165452,
0,0.158664,
0,0.150716,
0,0.1654,
0,0.141672,
0,0.033969,
0,0.027811,
0,0.082535,
0,0.065199,
0,0.026454,
0,0.026172,
0,0.085442,
0,0.047092,
0,0.135445,
0,0.151338,
1,0.285664,
1,0.304296,
1,0.305851,
1,0.118968,
1,0.083898,
1,0.193789,
1,0.280309,
1,0.285679,
1,0.364876,
1,0.306654,
1,0.279317,
1,0.26533,
1,0.316605,
1,0.331073,
1,0.321966,
1,0.280158,
1,0.266966,
1,0.288473,
1,0.309919,
1,0.285468,
1,0.292829,
1,0.312104,
1,0.309721,
1,0.308112,
1,0.328815,
1,0.306849,
1,0.308158,
1,0.288564,
1,0.277416,
1,0.293739,
1,0.301979,
1,0.308384,
1,0.31528,
1,0.26414,
1,0.291559,
1,0.307047,
1,0.313042,
1,0.282146,
1,0.316045,
1,0.283488,
1,0.326329,
1,0.302278,
1,0.309366,
1,0.28477,
1,0.287022,
1,0.302743,
1,0.271357,
1,0.30244,
1,0.305498,
1,0.271511,
1,0.294753,
1,0.281476,
1,0.359489,
1,0.269846,
1,0.288908,
1,0.279281,
1,0.32073,
1,0.273767,
1,0.277748,
1,0.262412,
1,0.327797,
1,0.292977,
1,0.266101,
1,0.2718,
1,0.293518,
1,0.284345,
1,0.271486,
1,0.272652,
1,0.297613,
1,0.263382,
1,0.266162,
1,0.314986,
1,0.269312,
1,0.266493,
1,0.291337,
1,0.264716,
1,0.287948,
1,0.270251,
1,0.287101,
1,0.270929,
1,0.294374,
1,0.283703,
1,0.263206,
1,0.263139,
1,0.321491,
1,0.283372,
1,0.264785,
1,0.303709,
1,0.277846,
1,0.272729,
1,0.266931,
1,0.26288,
1,0.306902,
1,0.262224,
1,0.272061,
1,0.2635,
1,0.27381,
1,0.261793,
1,0.270846,
1,0.261998,
1,0.279446,
1,0.293078,
1,0.268814,
1,0.265918,
1,0.304092,
1,0.267241,
1,0.2694,
1,0.268736,
1,0.289843,
1,0.26457,
1,0.269488,
1,0.284819,
1,0.294508,
1,0.344355,
1,0.269144,
1,0.270869,
1,0.302651,
1,0.301325,
1,0.295671,
1,0.261739,
1,0.29547,
1,0.341886,
1,0.29082,
1,0.267357,
1,0.306817,
1,0.285462,
1,0.262603,
1,0.27498,
1,0.344852,
1,0.302372,
1,0.284149,
1,0.261234,
1,0.294895,
1,0.271022,
1,0.27392,
1,0.262468,
1,0.29848,
1,0.294159,
1,0.286484,
1,0.260546,
1,0.307519,
1,0.28018,
1,0.293092,
1,0.268172,
1,0.287577,
1,0.283016,
1,0.287305,
1,0.31022,
1,0.288491,
