Tctrl:,25,

ROBOT:,(v),(vn),(w),
kp:,1.01965,1.03142,0.978735,
tau:,0.121203,0.105652,0.0908265,
kc:,5.31322,4.57866,4.14804,
td:,0.0744845,0.0473159,0.0127519,

Filename:,Nfuture:,
/home/sousarbarb/catkin_ws/src/omnidirectional_trajectory_controller/input/square_vn-1.0.txt,19,

time (s),traj (bool),v_rob (m/s),vn_rob (m/s),w_rob (rad/s),v_r_rob (m/s),vn_r_rob (m/s),w_r_rob (rad/s),v_pd_r_rob (m/s),vn_pd_r_rob (m/s),w_pd_r_rob (rad/s),v_ff_r_rob (m/s),vn_ff_r_rob (m/s),w_ff_r_rob (rad/s),px_loc (m),py_loc (m),pth_loc (rad),px_r_loc (m),py_r_loc (m),pth_r_loc (rad),px_e_loc (m),py_e_loc (m),pth_e_loc (rad),px_e_1deriv_loc,py_e_1deriv_loc,pth_e_1deriv_loc,px_r_1deriv_loc,py_r_1deriv_loc,pth_r_1deriv_loc,px_r_2deriv_loc,py_r_2deriv_loc,pth_r_2deriv_loc,px (m),py (m),pth (rad),px_r (m),py_r (m),pth_r (rad),px_r_1deriv,py_r_1deriv,pth_r_1deriv,px_r_2deriv,py_r_2deriv,pth_r_2deriv,xvel,i_global,u_ref,0.04,1,0,0.00167998,-0.00438942,0.301245,0.000515352,0.00157269,0.0184125,0.000417316,0.00157269,0.282833,9.80365e-05,0,-3.09123e-05,-0.000129965,-0.000351154,0.0012,4.21385e-07,0,0.00123091,0.000130387,0.000351154,0.0299996,-0.000829388,0.00219471,0.285,0.000100079,0,0.027971,9.82212e-06,0,-3.0958e-05,-0.000129955,-0.000351154,0.0012,0,0,0.285,0,0,0.027971,0,0,0.75,0,0.75,
0.08,1,0,0,0,0.349208,0.000559306,0.00169672,0.036954,0.000437524,0.00169672,0.312254,0.000121781,0,-3.09066e-05,-0.000113167,-0.000395048,0.0032,1.26415e-06,0,0.00323091,0.000114431,0.000395048,0.0499999,-0.000398892,0.00109736,0.315,0.00012444,0,0.027971,1.10499e-05,0,-3.09513e-05,-0.000113155,-0.000395048,0.0032,0,0,0.315,0,0,0.027971,0,0,0.75,1,0.5,
0.12,1,0,0,0,0.401422,0.000668269,0.00163868,0.0597461,0.000534997,0.00163868,0.341676,0.000133272,0,-3.09066e-05,-0.000113167,-0.000395048,0.006,2.37029e-06,0,0.00603091,0.000115537,0.000395048,0.07,2.76534e-05,0,0.345,0.000136292,0,0.027971,1.10499e-05,0,-3.09513e-05,-0.000113155,-0.000395048,0.006,0,0,0.345,0,0,0.027971,0,0,0.75,2,0.25,
0.16,1,0.0494668,-0.00335996,-0.0175577,0.450364,0.00110504,0.00259916,0.079266,0.000895942,0.00259916,0.371098,0.000209101,0,0.000463782,-0.000146772,-0.000570625,0.0096,5.478e-06,0,0.00913622,0.00015225,0.000570625,0.0776328,0.000917819,0.00438942,0.375,0.000213984,0,0.027971,1.5961e-05,0,0.000463698,-0.000147037,-0.000570625,0.0096,0,0,0.375,0,0,0.027971,0,0,0.75,3,0,
0.2,1,0.0378276,0.00335996,-0.0219471,0.471394,0.000775348,0.00428794,0.100296,0.000437569,0.00428794,0.371098,0.000337779,0,0.00186054,-0.00011301,-0.000921779,0.0144,1.32736e-05,0,0.0125395,0.000126283,0.000921779,0.0850808,-0.000649172,0.00877885,0.375,0.000345667,0,0.027971,2.57831e-05,0,0.00186044,-0.000114725,-0.000921779,0.0144,0,0,0.375,0,0,0.027971,0,0,0.75,3,0.75,
0.24,1,0.0960239,0.0218398,0.0746202,0.506728,-0.00355783,0.000461893,0.106208,-0.00367936,0.000461893,0.40052,0.00012153,0,0.00485758,0.000305843,-0.00030726,0.02,6.14519e-06,0,0.0151424,-0.000299697,0.00030726,0.0650742,-0.0106495,-0.015363,0.405,0.00012444,0,0.027971,8.59436e-06,0,0.00485768,0.00030435,-0.00030726,0.02,0,0,0.405,0,0,0.027971,0,0,0.75,4,0.5,
0.28,1,0.0960239,0.0218398,0.0746202,0.607722,-0.00122209,0.00127453,0.17778,-0.00135256,0.00127453,0.429942,0.000130467,0,0.00485758,0.000305843,-0.00030726,0.0264,8.11165e-06,0,0.0215424,-0.000297731,0.00030726,0.16,4.91615e-05,0,0.435,0.000133658,0,0.027971,8.59436e-06,0,0.00485768,0.00030435,-0.00030726,0.0264,0,0,0.435,0,0,0.027971,0,0,0.75,5,0.25,
0.32,1,0.141126,0.0092399,0.0219471,0.613621,-0.0041076,0.00151465,0.154257,-0.00426692,0.00151465,0.459364,0.000159319,0,0.00944052,0.000600053,-0.000351154,0.0336,1.17988e-05,0,0.0241595,-0.000588254,0.000351154,0.0654264,-0.00726307,0.00109736,0.465,0.000163287,0,0.027971,9.82212e-06,0,0.00944073,0.000596737,-0.000351154,0.0336,0,0,0.465,0,0,0.027971,0,0,0.75,6,0,
0.36,1,0.165859,-0.00167998,-0.0482837,0.622562,0.00108965,0.0149033,0.1632,-0.000184901,0.0149033,0.459362,0.00127455,0,0.0155496,0.000455258,-0.00280923,0.0419998,0.000117988,0,0.0264502,-0.000337271,0.00280923,0.0572683,0.00627458,0.0614519,0.464998,0.00130629,0,0.0279709,7.85769e-05,0,0.0155508,0.000411574,-0.00280923,0.042,0,0,0.465,0,0,0.027971,0,0,0.75,6,0.75,
0.4,1,0.301166,0.0277197,0.0658413,0.474966,-0.00715177,0.0176558,-0.0138158,-0.00903781,0.0176558,0.488782,0.00188604,0,0.0348994,0.00128704,-0.00390659,0.0511996,0.000200017,0,0.0163002,-0.00108702,0.00390659,-0.25375,-0.0187437,0.0274339,0.494996,0.00193376,0,0.0279708,0.000109271,0,0.0349042,0.00115069,-0.00390659,0.0512,0,0,0.495,0,0,0.027971,0,0,0.75,7,0.5,
0.44,1,0.366637,0.0117599,0.0351154,0.546244,-0.000727629,0.0246089,0.028514,-0.00351116,0.0246089,0.51773,0.00278353,0,0.048719,0.00127345,-0.00544289,0.0611991,0.000333103,0,0.0124801,-0.000940349,0.00544289,-0.0955028,0.00366678,0.0384075,0.524519,0.00285492,0,0.0279256,0.000151997,0,0.0487252,0.00100826,-0.00544289,0.0612,0,0,0.524526,0,0,0.027926,0,0,0.75,8,0.25,
