Tctrl:,25,

ROBOT:,(v),(vn),(w),
kp:,1.01965,1.03142,0.978735,
tau:,0.121203,0.105652,0.0908265,
kc:,5.31322,4.57866,4.14804,
td:,0.0744845,0.0473159,0.0127519,

Filename:,Nfuture:,
/home/sousarbarb/catkin_ws/src/omnidirectional_trajectory_controller/input/square-th_vn-1.0.txt,9,

time (s),traj (bool),v_rob (m/s),vn_rob (m/s),w_rob (rad/s),v_r_rob (m/s),vn_r_rob (m/s),w_r_rob (rad/s),v_pd_r_rob (m/s),vn_pd_r_rob (m/s),w_pd_r_rob (rad/s),v_ff_r_rob (m/s),vn_ff_r_rob (m/s),w_ff_r_rob (rad/s),px_loc (m),py_loc (m),pth_loc (rad),px_r_loc (m),py_r_loc (m),pth_r_loc (rad),px_e_loc (m),py_e_loc (m),pth_e_loc (rad),px_e_1deriv_loc,py_e_1deriv_loc,pth_e_1deriv_loc,px_r_1deriv_loc,py_r_1deriv_loc,pth_r_1deriv_loc,px_r_2deriv_loc,py_r_2deriv_loc,pth_r_2deriv_loc,px (m),py (m),pth (rad),px_r (m),py_r (m),pth_r (rad),px_r_1deriv,py_r_1deriv,pth_r_1deriv,px_r_2deriv,py_r_2deriv,pth_r_2deriv,xvel,i_global,u_ref,0.04,1,0,0,0,0.15498,-0.0022096,-0.0386326,0.0195428,-0.00220374,-0.00190066,0.135438,-5.86018e-06,-0.036732,-0.000243612,0.000481192,4.38942e-05,0.0012,-5.26731e-08,-0.000314159,0.00144361,-0.000481245,-0.000358054,0.03,-1.31683e-06,-0.00785398,0.135,-5.92572e-06,-0.0353429,0.0255677,-1.12228e-06,-0.00669361,-0.000243634,0.000481181,4.38942e-05,0.0012,0,-0.000314159,0.135,0,-0.0353429,0.0255677,0,-0.00669361,0.75,0,0.75,
0.08,1,0,0.00167998,-0.00438942,0.202944,-0.00237073,-0.048866,0.0380846,-0.00237073,-0.00410941,0.164859,-4.76446e-16,-0.0447566,-0.000243634,0.000497981,2.9303e-15,0.0032,-9.37696e-18,-0.000837758,0.00344363,-0.000497981,-0.000837758,0.0500005,-0.000418411,-0.0119926,0.165,-4.835e-16,-0.0431969,0.0255677,-7.49211e-17,-0.00669361,-0.000243634,0.000497981,2.9303e-15,0.0032,0,-0.000837758,0.165,0,-0.0431969,0.0255677,0,-0.00669361,0.75,1,0.5,
0.12,1,0,0.00167998,-0.00438942,0.255158,-0.00228009,-0.0602663,0.0608764,-0.00228009,-0.00748509,0.194281,-5.61677e-16,-0.0527812,-0.000243634,0.000497981,2.9303e-15,0.006,-1.75818e-17,-0.0015708,0.00624363,-0.000497981,-0.0015708,0.07,-2.05998e-16,-0.018326,0.195,-5.71409e-16,-0.0510509,0.0255677,-7.49211e-17,-0.00669361,-0.000243634,0.000497981,2.9303e-15,0.006,0,-0.0015708,0.195,0,-0.0510509,0.0255677,0,-0.00669361,0.75,2,0.25,
0.16,1,0,0,0,0.311401,-0.00218212,-0.0722372,0.0876981,-0.00219181,-0.0114314,0.223703,9.69032e-06,-0.0608059,-0.000229106,0.00048957,-4.38942e-05,0.0096,4.21385e-07,-0.00251327,0.00982911,-0.000489149,-0.00246938,0.0896368,0.0002208,-0.0224646,0.225,9.8762e-06,-0.0589049,0.0255677,1.12228e-06,-0.00669361,-0.000229085,0.000489581,-4.38942e-05,0.0096,0,-0.00251327,0.225,0,-0.0589049,0.0255677,0,-0.00669361,0.75,3,0,
0.2,1,0.0247334,-0.00755992,-0.0395048,0.344055,-0.0018276,-0.0769628,0.120352,-0.00187605,-0.016157,0.223703,4.84516e-05,-0.0608059,9.08871e-05,0.000455931,-0.000219471,0.0144,3.16039e-06,-0.00376991,0.0143091,-0.00045277,-0.00355044,0.112,0.000909472,-0.0270265,0.225,4.9381e-05,-0.0589049,0.0255677,5.61138e-06,-0.00669361,9.09872e-05,0.000455911,-0.000219471,0.0144,0,-0.00376991,0.225,0,-0.0589049,0.0255677,0,-0.00669361,0.75,3,0.75,
0.24,1,0.0203687,0.00503995,-0.0790096,0.401492,-0.000556557,-0.0800522,0.148368,-0.00113781,-0.0112217,0.253124,0.000581253,-0.0688305,0.000933772,0.000405722,-0.00232639,0.0199999,4.65278e-05,-0.00523599,0.0190662,-0.000359194,-0.00290959,0.118927,0.00233941,0.0160212,0.254999,0.00059323,-0.0667588,0.0255676,5.94805e-05,-0.00669361,0.000934713,0.000403548,-0.00232639,0.02,0,-0.00523599,0.255,0,-0.0667588,0.0255677,0,-0.00669361,0.75,4,0.5,
0.28,1,0.0480119,0.0092399,-0.0438942,0.436058,-0.0023162,-0.068075,0.15352,-0.00449557,0.00878014,0.282538,0.00217937,-0.0768551,0.00389928,0.000850703,-0.00781317,0.0263992,0.000206266,-0.0069115,0.0224999,-0.000644437,0.00090167,0.0858435,-0.00713109,0.0952816,0.284991,0.00222673,-0.0746128,0.0255669,0.000199763,-0.00669361,0.00390581,0.000820212,-0.00781317,0.0264,0,-0.0069115,0.285,0,-0.0746128,0.0255677,0,-0.00669361,0.75,5,0.25,
0.32,1,0.0742002,0.0176398,-0.0263365,0.505822,-0.00592395,-0.085208,0.193866,-0.00868209,-0.000328223,0.311956,0.00275814,-0.0848797,0.00621161,0.00151875,-0.00895442,0.0335987,0.000300865,-0.00879646,0.027387,-0.00121788,0.000157965,0.122178,-0.0143361,-0.0185926,0.314987,0.00282061,-0.0824668,0.0255667,0.000228941,-0.00669361,0.00622496,0.00146306,-0.00895442,0.0336,0,-0.00879646,0.315,0,-0.0824668,0.0255677,0,-0.00669361,0.75,6,0,
0.36,1,0.0945689,0.0159598,-0.100957,0.533238,-0.00883664,-0.0849689,0.221289,-0.0122302,-8.9203e-05,0.31195,0.00339357,-0.0848797,0.00962749,0.00234635,-0.0110175,0.0419975,0.000462724,-0.0109956,0.03237,-0.00188362,2.18791e-05,0.124573,-0.0166436,-0.00340214,0.314981,0.00347043,-0.0824668,0.0255662,0.000281685,-0.00669361,0.00965276,0.00224014,-0.0110175,0.042,0,-0.0109956,0.315,0,-0.0824668,0.0255677,0,-0.00669361,0.75,6,0.75,
0.4,1,0.164404,0.0226798,-0.118514,0.567245,-0.0124758,-0.0920625,0.225886,-0.017048,0.000841908,0.341359,0.00457219,-0.0929044,0.0152811,0.00342084,-0.0135633,0.0511953,0.000694421,-0.0134041,0.0359142,-0.00272642,0.00015919,0.0886065,-0.0210698,0.00343278,0.344968,0.0046792,-0.0903208,0.0255654,0.000346772,-0.00669361,0.0153261,0.00321327,-0.0135633,0.0512,0,-0.0134041,0.345,0,-0.0903208,0.0255677,0,-0.00669361,0.75,7,0.5,
0.44,1,0.250244,0.00335996,-0.15363,0.58592,-0.00739559,-0.0893776,0.215169,-0.0140498,0.0115514,0.370751,0.00665423,-0.100929,0.0236745,0.00399522,-0.0181722,0.0611899,0.00111208,-0.0160221,0.0375154,-0.00288315,0.00215009,0.0400295,-0.00391822,0.0497725,0.374938,0.00681421,-0.0981748,0.0255635,0.000464596,-0.00669361,0.0237432,0.00356437,-0.0181722,0.0612,0,-0.0160221,0.375,0,-0.0981748,0.0255677,0,-0.00669361,0.75,8,0.25,
0.48,1,0.321534,0.0394796,0.0219471,0.572211,-0.010829,-0.0909093,0.201482,-0.0185921,0.0100197,0.370729,0.00776311,-0.100929,0.0343268,0.0049489,-0.0212009,0.0719838,0.00152635,-0.0188496,0.0376571,-0.00342255,0.00235136,0.00354176,-0.013485,0.00503172,0.374916,0.00794975,-0.0981748,0.025562,0.000542018,-0.00669361,0.034424,0.00422008,-0.0212009,0.072,0,-0.0188496,0.375,0,-0.0981748,0.0255677,0,-0.00669361,0.75,8,1,
